LEAID,total_students,american_indian_alaskan_native_students,american_indian_alaskan_native_male_students,american_indian_alaskan_native_female_students,asian_hawaiian_native_pacific_islander_students,asian_hawaiian_native_pacific_islander_male_students,asian_hawaiian_native_pacific_islander_female_students,hispanic_students,hispanic_male_students,hispanic_female_students,black_non_hispanic_students,black_non_hispanic_male_students,black_non_hispanic_female_students,white_students,white_male_students,white_female_students
3400065,149,0,0,0,0,0,0,0,0,0,149,73,76,0,0,0
3400067,511,0,0,0,7,4,3,40,27,13,458,249,209,6,4,2
3400068,585,0,0,0,1,1,0,28,18,10,556,241,315,0,0,0
3400069,45,-2,-2,-2,-1,-2,-1,4,2,0,4,1,1,32,23,7
3400070,237,0,0,0,0,0,0,9,6,3,228,102,126,0,0,0
3400071,430,0,0,0,0,0,0,179,71,108,248,110,138,3,1,2
3400072,355,0,0,0,6,4,2,48,21,27,299,152,147,2,2,0
3400073,341,0,0,0,9,6,3,82,33,49,248,94,154,2,0,2
3400074,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
3400075,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
3400076,156,0,0,0,2,0,2,2,0,2,150,77,73,2,2,0
3400077,444,0,0,0,5,5,0,46,20,26,393,175,218,0,0,0
3400078,663,3,3,0,3,3,0,348,154,194,305,140,165,4,3,1
3400079,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
3400080,66,0,0,0,0,0,0,13,4,9,52,21,31,1,0,1
3400081,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
3400082,87,-1,-1,-2,-2,-2,-2,-2,-2,-2,-1,-1,-2,85,59,24
3400083,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
3400084,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
3400086,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
3400087,163,0,0,0,0,0,0,45,19,26,112,69,43,6,3,3
3400660,910,0,0,0,109,60,49,57,25,32,88,54,34,656,341,315
3400690,656,1,0,1,9,3,6,25,11,14,10,4,6,611,336,275
3400720,339,1,1,0,27,14,13,8,4,4,7,3,4,296,141,155
3400750,1108,1,1,0,118,65,53,23,15,8,6,4,2,960,521,439
3400810,490,0,0,0,9,8,1,2,2,0,27,15,12,452,222,230
3400840,271,0,0,0,1,1,0,11,5,6,1,0,1,258,138,120
3400870,124,0,0,0,21,13,8,6,3,3,5,4,1,92,48,44
3400900,750,0,0,0,18,11,7,5,2,3,11,4,7,716,378,338
3400930,2801,-2,-2,-2,6,1,3,513,259,252,2229,1102,1125,47,31,14
3400960,7111,26,14,9,745,399,343,2454,1253,1198,3165,1549,1613,709,372,334
3400990,499,2,1,1,9,7,2,101,49,52,152,57,95,235,154,81
3401020,286,0,0,0,15,10,5,20,12,8,10,5,5,241,123,118
3401050,1674,0,0,0,20,14,6,39,26,13,12,6,6,1603,819,784
3401110,76,0,0,0,1,0,1,2,1,1,1,0,1,72,43,29
3401140,121,0,0,0,3,2,1,4,0,4,3,2,1,111,65,46
3401170,602,0,0,0,9,2,7,18,12,6,38,22,16,537,262,275
3401200,129,0,0,0,2,1,1,1,0,1,1,0,1,125,64,61
3401230,105,0,0,0,0,0,0,5,2,3,0,0,0,100,55,45
3401260,9240,4,1,3,497,278,219,2858,1437,1421,884,467,417,4997,2656,2341
3401290,86,0,0,0,2,0,2,8,2,6,0,0,0,76,32,44
3401320,610,0,0,0,74,38,36,44,28,16,18,9,9,474,224,250
3401350,4543,3,0,3,629,336,293,2175,1124,1051,348,194,154,1388,715,673
3401380,1057,0,0,0,75,47,28,85,47,38,28,16,12,869,440,429
3401410,554,1,0,1,7,4,3,147,70,77,65,36,29,334,174,160
3401440,991,3,1,2,0,0,0,21,10,11,6,3,3,961,495,466
3401450,1045,0,0,0,107,65,42,242,152,90,229,161,68,467,310,157
3401470,2260,9,7,2,597,293,304,321,175,146,119,67,52,1214,707,507
3401500,3754,0,0,0,1132,565,567,1148,582,566,327,178,149,1147,567,580
3401530,2823,0,0,0,234,126,108,152,77,75,25,13,12,2412,1237,1175
3401560,1907,0,0,0,23,16,7,123,74,49,90,51,39,1671,886,785
3401590,786,0,0,0,27,15,12,26,15,11,45,19,26,688,349,339
3401620,671,4,1,3,26,14,12,53,31,22,111,62,49,477,255,222
3401650,5208,3,2,1,692,342,350,105,49,56,58,30,28,4350,2234,2116
3401710,686,0,0,0,9,3,6,9,7,2,7,0,7,661,337,324
3401740,275,1,0,1,1,0,1,41,22,19,148,65,83,84,52,32
3401770,4058,14,8,6,158,88,70,149,76,73,646,311,335,3091,1575,1516
3401800,751,1,0,1,8,5,3,14,10,4,3,3,0,725,379,346
3401830,6069,48,10,38,598,333,265,1708,910,798,1350,723,627,2365,1208,1157
3401860,675,0,0,0,12,6,6,50,31,19,16,6,10,597,306,291
3401890,154,0,0,0,2,0,2,3,1,2,1,1,0,148,84,64
3401920,1115,0,0,0,90,37,53,468,235,233,122,54,68,435,231,204
3401950,1298,0,0,0,231,110,121,138,85,53,94,56,38,835,458,377
3401980,506,0,0,0,25,12,13,16,9,7,8,6,2,457,235,222
3402030,2043,2,1,1,160,58,102,96,39,57,299,155,144,1486,750,736
3402100,1574,1,0,1,57,27,30,945,512,433,87,48,39,484,247,237
3402130,322,5,5,0,7,4,3,80,36,44,47,27,20,183,86,97
3402160,1998,2,2,0,151,84,67,50,18,32,39,20,19,1756,915,841
3402220,11220,1,0,1,217,105,112,546,290,256,239,120,119,10217,5278,4939
3402250,4395,10,7,3,27,18,9,1701,848,853,2028,1046,982,629,328,301
3402280,8782,-1,-2,-1,1465,744,719,603,280,321,221,105,114,6486,3328,3156
3402310,661,0,0,0,3,2,1,6,3,3,26,14,12,626,332,294
3402340,1140,0,0,0,113,63,50,168,88,80,69,33,36,790,412,378
3402370,298,0,0,0,6,2,4,15,8,7,36,13,23,241,128,113
3402400,2612,1,1,0,22,12,10,492,260,232,402,211,191,1695,844,851
3402430,1856,2,1,1,61,31,30,101,49,52,910,468,442,782,433,349
3402440,1157,2,2,0,17,9,8,86,72,14,442,314,128,610,440,170
3402460,4120,4,1,3,308,162,146,215,115,100,1408,672,736,2185,1116,1069
3402490,1900,17,12,5,8,3,5,117,57,60,770,346,424,988,552,436
3402520,1163,2,1,1,33,19,14,80,48,32,13,7,6,1035,531,504
3402550,1228,0,0,0,31,19,12,38,21,17,16,9,7,1143,571,572
3402580,2619,0,0,0,122,65,57,130,66,64,40,23,17,2327,1175,1152
3402610,140,0,0,0,0,0,0,0,0,0,0,0,0,140,72,68
3402640,16385,13,9,4,267,145,122,7097,3656,3441,8821,4327,4494,187,101,86
3402670,1965,2,1,1,29,19,10,735,361,374,691,320,371,508,324,184
3402700,194,0,0,0,6,1,5,28,15,13,27,16,11,133,68,65
3402730,575,0,0,0,6,5,1,17,12,5,26,14,12,526,323,203
3402740,307,-1,-1,-2,1,-1,0,28,18,8,53,35,16,218,143,73
3402790,404,3,3,-2,34,16,16,64,29,33,7,2,3,288,147,139
3402800,533,0,0,0,56,33,23,99,51,48,25,13,12,353,176,177
3402820,3923,3,3,0,759,407,352,1429,727,702,684,349,335,1048,552,496
3402850,1545,0,0,0,113,53,60,44,24,20,29,12,17,1359,705,654
3402880,974,0,0,0,18,12,6,49,25,24,140,74,66,767,390,377
3402910,2263,1,1,0,27,12,15,131,62,69,99,51,48,2005,1039,966
3403000,11578,12,7,5,1605,828,777,434,220,214,803,415,388,8724,4618,4106
3403030,150,1,1,0,0,0,0,22,11,11,90,50,40,37,27,10
3403060,1332,0,0,0,39,20,19,33,16,17,15,10,5,1245,639,606
3403090,278,0,0,0,5,4,1,6,4,2,8,5,3,259,132,127
3403120,2560,1,0,1,69,31,38,64,39,25,189,104,85,2237,1176,1061
3403150,2334,1,0,1,71,37,34,108,60,48,8,4,4,2146,1130,1016
3403180,1265,9,3,6,22,10,12,64,37,27,311,175,136,859,441,418
3403210,2211,0,0,0,27,19,8,27,11,16,56,27,29,2101,1078,1023
3403240,630,0,0,0,12,8,4,59,31,28,143,79,64,416,218,198
3403270,2600,9,9,0,179,88,91,1017,518,499,74,39,35,1321,713,608
3403300,10350,10,4,6,854,456,398,4307,2246,2061,394,207,187,4785,2534,2251
3403330,566,0,0,0,21,11,10,23,10,13,17,12,5,505,282,223
3403360,1761,3,1,2,70,43,27,15,13,2,30,14,16,1643,832,811
3403390,1335,1,1,0,398,236,162,59,28,31,16,6,10,861,466,395
3403420,1980,16,8,8,68,35,33,235,119,116,291,156,135,1370,706,664
3403450,1508,0,0,0,60,30,30,18,9,9,13,4,9,1417,720,697
3403480,713,0,0,0,0,0,0,43,21,22,132,58,74,538,260,278
3403540,599,0,0,0,93,45,48,9,6,3,12,3,9,485,233,252
3403570,3645,0,0,0,91,52,39,135,78,57,150,94,56,3269,1743,1526
3403600,1643,0,0,0,445,212,233,81,51,30,12,4,8,1105,583,522
3403610,321,4,3,1,2,2,0,102,61,41,72,39,33,141,99,42
3403620,1416,48,24,24,28,6,22,64,34,30,356,159,197,920,484,436
3403630,124,0,0,0,5,2,3,5,4,1,11,8,3,103,51,52
3403660,327,3,2,1,6,3,3,30,18,12,58,30,28,230,111,119
3403690,357,0,0,0,9,3,6,11,5,6,25,12,13,312,167,145
3403720,523,0,0,0,4,1,3,9,4,5,5,3,2,505,251,254
3403750,914,2,1,1,8,4,4,8,4,4,7,3,4,889,461,428
3403780,2763,5,1,4,122,76,46,165,70,95,248,127,121,2223,1128,1095
3403810,723,0,0,0,192,86,106,23,13,10,1,0,1,507,265,242
3403840,721,-2,-2,-2,3,2,-1,6,2,2,9,2,5,697,350,345
3403870,1927,6,5,1,141,62,79,78,46,32,65,36,29,1637,847,790
3403900,4266,13,5,6,103,52,49,140,69,69,870,445,423,3132,1615,1515
3403930,3047,0,0,0,63,32,31,2320,1166,1154,249,124,125,415,218,197
3403960,243,4,2,0,-1,-2,-1,5,3,0,21,17,2,206,123,81
3403990,2650,4,2,2,360,157,203,321,150,171,44,16,28,1921,965,956
3404020,1137,0,0,0,49,26,23,306,159,147,83,32,51,699,375,324
3404050,146,0,0,0,0,0,0,0,0,0,0,0,0,146,80,66
3404080,478,0,0,0,5,3,2,2,1,1,4,1,3,467,277,190
3404110,9050,2,1,1,2185,1088,1097,443,216,227,331,196,135,6089,3161,2928
3404140,655,0,0,0,14,12,2,17,10,7,28,14,14,596,310,286
3404170,1134,0,0,0,161,83,78,33,16,17,10,5,5,930,460,470
3404200,246,0,0,0,2,1,1,202,109,93,2,1,1,40,26,14
3404230,11250,1,-1,0,5,1,2,532,215,315,10698,5344,5352,6,-1,5
3404290,777,0,0,0,123,64,59,175,91,84,40,19,21,439,213,226
3404320,4892,5,3,2,651,341,310,1059,573,486,573,268,305,2604,1349,1255
3404350,811,11,5,6,40,23,17,44,24,20,153,76,77,563,304,259
3404380,2225,4,2,2,249,125,124,60,33,27,183,90,93,1729,890,839
3404410,1244,0,0,0,112,61,51,162,96,66,262,138,124,708,364,344
3404440,394,1,1,0,125,55,70,84,42,42,38,22,16,146,70,76
3404470,930,0,0,0,40,23,17,102,54,48,336,162,174,452,241,211
3404500,13567,20,17,3,6040,3104,2936,1117,592,525,1170,607,563,5220,2621,2599
3404530,518,0,0,0,6,5,1,215,116,99,117,57,60,180,105,75
3404560,6959,10,3,7,756,397,359,937,470,467,931,514,417,4325,2221,2104
3404590,21122,-2,-2,-2,368,189,177,13367,5755,5610,5198,2595,2601,2183,1149,1032
3404620,383,0,0,0,2,2,0,18,11,7,82,37,45,281,150,131
3404650,76,0,0,0,2,1,1,0,0,0,0,0,0,74,33,41
3404660,2110,0,0,0,319,173,146,491,246,245,104,51,53,1196,641,555
3404680,116,0,0,0,0,0,0,2,1,1,20,8,12,94,50,44
3404710,1150,0,0,0,100,57,43,68,32,36,10,6,4,972,527,445
3404740,2691,85,83,2,160,88,72,915,476,439,1405,657,748,126,75,51
3404770,437,0,0,0,196,122,74,24,10,14,13,6,7,204,116,88
3404800,2127,0,0,0,19,13,6,970,435,535,1072,458,614,66,43,23
3404830,273,0,0,0,5,1,4,4,3,1,0,0,0,264,135,129
3404860,220,0,0,0,0,0,0,1,0,1,0,0,0,219,98,121
3404890,5277,6,5,1,314,149,165,88,42,46,216,107,109,4653,2388,2265
3404920,4252,5,2,3,137,75,62,307,163,144,1946,989,957,1857,992,865
3404950,973,0,0,0,19,7,12,12,6,6,34,11,23,908,444,464
3404980,4702,4,1,3,508,263,245,442,240,202,72,43,29,3676,1853,1823
3405010,742,0,0,0,28,17,11,34,16,18,2,1,1,678,351,327
3405040,562,28,13,15,4,2,2,45,27,18,387,204,183,98,49,49
3405070,1015,2,0,2,57,29,28,572,301,271,26,16,10,358,203,155
3405130,150,0,0,0,0,0,0,3,0,3,3,3,0,144,64,80
3405190,3553,7,6,-1,189,98,89,177,89,86,99,55,42,3073,1616,1455
3405220,1509,3,2,1,47,25,22,54,35,19,281,144,137,1124,577,547
3405250,982,0,0,0,51,22,29,28,16,12,50,28,22,853,438,415
3405280,381,0,0,0,0,0,0,24,9,15,16,6,10,341,169,172
3405310,3444,3,0,3,1530,765,765,391,200,191,119,59,60,1401,740,661
3405340,760,0,0,0,11,6,5,1,1,0,4,2,2,744,400,344
3405370,1547,3,0,3,85,42,43,27,9,18,24,7,17,1408,748,660
3405400,547,4,3,1,7,1,6,28,13,15,10,7,3,498,271,227
3405430,1431,0,0,0,13,8,5,40,25,15,121,51,70,1257,673,584
3405460,400,1,0,1,6,3,3,5,3,2,4,1,3,384,181,203
3405490,6724,3,1,0,979,496,481,896,471,423,3039,1490,1547,1799,968,829
3405520,382,0,0,0,11,5,6,13,7,6,7,6,1,351,186,165
3405550,327,0,0,0,4,2,2,10,4,6,2,1,1,311,167,144
3405580,1348,0,0,0,66,29,37,621,303,318,222,112,110,439,234,205
3405610,11046,16,5,11,789,367,422,513,261,252,336,162,174,9392,4629,4763
3405640,4601,1,-1,0,311,139,170,226,117,107,142,83,57,3913,1960,1951
3405670,205,0,0,0,0,0,0,0,0,0,0,0,0,205,110,95
3405700,132,0,0,0,1,0,1,2,0,2,0,0,0,129,60,69
3405730,3663,-3,-4,-3,491,263,224,341,184,153,494,239,251,2324,1148,1172
3405760,4574,-2,-2,-2,109,61,46,1738,892,844,275,154,119,2446,1259,1185
3405790,398,1,1,0,7,4,3,26,15,11,8,6,2,356,171,185
3405820,1049,0,0,0,11,7,4,18,8,10,26,12,14,994,496,498
3405850,271,0,0,0,4,2,2,11,3,8,13,3,10,243,128,115
3405880,2416,2,0,2,93,52,41,137,71,66,901,436,465,1283,664,619
3405940,1780,0,0,0,75,45,30,37,17,20,102,52,50,1566,826,740
3405970,2416,1,1,0,238,112,126,59,23,36,35,21,14,2083,1113,970
3406000,2094,1,1,0,30,19,11,70,40,30,56,30,26,1937,1008,929
3406030,7877,0,-1,-1,289,133,154,314,182,130,1607,833,772,5659,2945,2712
3406040,672,1,0,1,9,4,5,28,14,14,83,36,47,551,309,242
3406060,3794,4,1,3,320,163,157,452,226,226,679,336,343,2339,1135,1204
3406090,487,1,0,1,5,3,2,12,8,4,4,3,1,465,244,221
3406120,906,1,1,0,158,93,65,62,30,32,36,19,17,649,327,322
3406150,88,0,0,0,0,0,0,1,1,0,12,3,9,75,37,38
3406180,532,0,0,0,15,7,8,12,6,6,35,23,12,470,230,240
3406210,947,3,3,0,34,21,13,48,31,17,54,31,23,808,400,408
3406240,948,1,1,0,52,24,28,786,399,387,17,9,8,92,43,49
3406270,5730,21,15,6,319,168,151,2370,1269,1101,1973,1036,937,1047,557,490
3406300,1949,2,2,0,66,38,28,147,70,77,24,10,14,1710,862,848
3406330,1294,4,4,0,10,6,4,35,18,17,172,78,94,1073,567,506
3406360,2258,12,5,7,76,36,40,67,31,36,35,16,19,2068,1090,978
3406390,2578,0,0,0,68,26,42,34,19,15,29,18,11,2447,1266,1181
3406420,633,0,0,0,25,6,19,28,15,13,69,30,39,511,251,260
3406450,961,2,2,0,70,33,37,446,215,231,87,41,46,356,187,169
3406480,331,0,0,0,10,3,7,17,11,6,9,6,3,295,148,147
3406510,2810,1,1,0,128,60,68,339,163,176,670,311,359,1672,853,819
3406540,13426,16,11,5,489,268,221,1268,666,602,2129,1091,1038,9524,4879,4645
3406570,3317,1,1,0,33,18,15,506,263,243,137,79,58,2640,1332,1308
3406600,198,0,0,0,2,2,0,5,2,3,8,5,3,183,89,94
3406630,438,0,0,0,2,0,2,16,7,9,2,1,1,418,215,203
3406660,1484,13,7,6,161,85,76,37,15,22,22,12,10,1251,651,600
3406690,1520,0,0,0,198,110,88,56,25,31,15,9,6,1251,656,595
3406720,334,0,0,0,6,2,4,13,7,6,3,0,3,312,153,159
3406780,764,6,5,1,19,9,10,23,14,9,10,3,7,706,353,353
3406810,309,2,2,0,0,0,0,6,1,5,4,2,2,297,150,147
3406840,673,0,0,0,124,69,55,5,4,1,2,1,1,542,274,268
3406870,1909,1,1,0,160,76,84,1041,530,511,26,12,14,681,341,340
3406900,1430,0,0,0,34,19,15,18,13,5,64,34,30,1314,641,673
3406930,1568,0,0,0,181,90,91,217,93,124,38,21,17,1132,570,562
3406960,522,0,0,0,70,39,31,10,4,6,4,1,3,438,245,193
3406990,2320,0,0,0,40,25,15,336,181,155,38,22,16,1906,975,931
3407050,466,0,0,0,17,12,5,16,9,7,11,4,7,422,205,217
3407110,449,1,0,1,19,12,7,31,15,16,7,1,6,391,199,192
3407140,1348,3,2,1,18,10,8,26,13,13,12,7,5,1289,635,654
3407170,1541,-2,-2,-2,314,177,135,229,113,114,231,113,116,761,403,356
3407200,240,0,0,0,0,0,0,30,16,14,14,8,6,196,107,89
3407230,7672,1,1,0,735,375,360,428,209,219,343,187,156,6165,3241,2924
3407260,1379,0,0,0,82,41,41,68,35,33,13,7,6,1216,629,587
3407290,3432,2,1,1,54,28,26,679,355,324,2267,1165,1102,430,211,219
3407320,619,0,0,0,45,26,19,28,15,13,1,1,0,545,286,259
3407350,2014,1,1,0,36,18,18,1334,683,651,350,201,149,293,174,119
3407380,720,0,0,0,7,1,6,9,4,5,2,1,1,702,352,350
3407410,3565,9,7,2,760,404,356,42,21,21,17,9,8,2737,1399,1338
3407440,2637,3,1,2,69,43,26,292,157,135,97,55,42,2176,1112,1064
3407470,225,0,0,0,5,0,5,9,5,4,0,0,0,211,103,108
3407500,540,4,4,0,9,6,3,34,12,22,39,11,28,454,240,214
3407530,3896,10,4,6,223,108,115,70,38,32,63,36,27,3530,1790,1740
3407560,7244,2,0,2,253,129,124,358,179,179,273,147,126,6358,3258,3100
3407570,1236,11,8,1,255,115,138,482,220,260,162,58,102,318,162,154
3407590,2746,29,17,12,46,22,24,55,22,33,30,13,17,2586,1299,1287
3407680,7948,59,51,8,2,2,0,507,269,238,7352,3781,3571,28,10,18
3407710,103,0,0,0,1,0,1,0,0,0,0,0,0,102,47,55
3407740,9532,2,2,0,243,134,109,527,276,251,552,282,270,8208,4233,3975
3407770,637,0,0,0,12,5,7,157,90,67,65,32,33,403,204,199
3407800,3604,7,5,2,111,53,58,164,93,71,49,28,21,3273,1702,1571
3407830,30195,356,202,150,4466,2348,2114,11856,5988,5864,10750,5430,5316,2751,1482,1265
3407860,2032,11,7,4,35,17,18,256,143,113,184,94,90,1546,804,742
3407890,5339,11,6,5,184,96,88,2519,1326,1193,79,43,36,2546,1299,1247
3407920,1290,0,0,0,41,20,21,207,123,84,66,26,40,976,520,456
3407950,1160,0,0,0,24,12,12,192,104,88,120,58,62,824,421,403
3407980,1806,0,0,0,34,11,23,67,32,35,228,116,112,1477,732,745
3408010,505,0,0,0,4,1,3,3,2,1,7,4,3,491,259,232
3408040,2113,1,0,1,51,26,25,38,23,15,14,4,10,2009,1039,970
3408060,1314,0,0,0,19,9,10,26,13,13,5,3,2,1264,649,615
3408070,383,0,0,0,9,6,3,8,6,2,0,0,0,366,210,156
3408100,4893,5,3,2,40,19,21,123,62,61,36,22,14,4689,2389,2300
3408130,347,0,0,0,3,3,0,12,9,3,5,3,2,327,172,155
3408160,485,1,0,1,17,9,8,69,31,38,94,46,48,304,168,136
3408190,1127,19,10,9,34,22,12,65,33,32,7,5,2,1002,512,490
3408220,5360,38,17,21,56,26,30,2565,1296,1269,1743,888,855,958,505,453
3408250,169,0,0,0,3,0,3,22,11,11,8,7,1,136,73,63
3408280,181,0,0,0,1,0,1,4,1,3,13,7,6,163,79,84
3408310,143,0,0,0,3,1,2,4,3,1,1,1,0,135,60,75
3408340,283,0,0,0,2,0,2,10,5,5,269,152,117,2,0,2
3408370,502,1,1,0,3,2,1,51,30,21,55,24,31,392,194,198
3408400,4248,17,6,11,543,300,243,328,160,168,726,372,354,2634,1394,1240
3408430,88,0,0,0,2,0,2,2,2,0,1,0,1,83,50,33
3408460,834,0,0,0,22,13,9,18,13,5,10,8,2,784,404,380
3408490,7197,20,10,10,277,149,128,144,60,84,323,173,150,6433,3186,3247
3408500,891,3,1,2,22,11,11,48,19,29,11,8,3,807,416,391
3408520,1779,0,0,0,602,299,303,332,176,156,64,34,30,781,391,390
3408580,950,0,0,0,51,25,26,85,35,50,16,3,13,798,419,379
3408610,6169,4,2,2,180,96,84,1637,797,840,2232,1133,1099,2116,1048,1068
3408640,2491,1,1,0,72,41,31,399,206,193,1243,655,588,776,411,365
3408670,1035,0,0,0,64,38,26,27,11,16,17,11,6,927,491,436
3408700,1774,9,6,3,17,9,8,111,54,57,40,18,22,1597,857,740
3408730,840,0,0,0,55,25,30,70,28,42,16,8,8,699,370,329
3408760,992,0,0,0,262,160,102,278,154,124,55,30,25,397,190,207
3408790,821,0,0,0,10,5,5,12,5,7,0,0,0,799,438,361
3408820,5234,5,0,5,1074,557,517,145,65,80,88,43,45,3922,2038,1884
3408850,3108,0,0,0,436,227,209,1032,496,536,205,108,97,1435,726,709
3408880,933,0,0,0,17,12,5,40,22,18,124,67,57,752,413,339
3408910,286,0,0,0,1,1,0,30,15,15,10,5,5,245,131,114
3408940,5071,4,1,1,72,42,28,1726,909,815,1578,851,725,1683,899,782
3409000,848,3,0,3,48,23,25,51,21,30,42,15,27,704,352,352
3409030,228,0,0,0,2,1,1,0,0,0,0,0,0,226,119,107
3409090,1724,0,0,0,15,12,3,64,34,30,57,33,24,1588,860,728
3409120,2066,8,3,5,44,21,23,48,29,19,30,16,14,1936,991,945
3409150,1550,1,0,1,15,8,7,65,27,38,62,36,26,1407,712,695
3409180,1783,2,0,2,89,44,45,65,36,29,360,181,179,1267,661,606
3409210,2185,2,2,0,75,47,28,397,224,173,35,18,17,1676,853,823
3409240,2215,5,2,3,177,90,87,167,84,83,88,42,46,1778,929,849
3409270,9990,3,3,0,1619,855,764,840,419,421,674,349,325,6854,3526,3328
3409300,494,0,0,0,8,4,4,26,15,11,121,47,74,339,182,157
3409330,3428,78,43,33,321,161,158,133,61,70,81,41,38,2807,1469,1336
3409360,1642,4,0,4,87,49,38,112,48,64,83,37,46,1356,668,688
3409390,5486,7,4,3,308,148,160,193,91,102,125,68,57,4853,2403,2450
3409420,1732,0,0,0,18,8,10,72,36,36,43,26,17,1599,810,789
3409450,3332,8,4,4,74,39,35,271,129,142,412,206,206,2567,1321,1246
3409480,188,0,0,0,1,1,0,6,4,2,40,21,19,141,76,65
3409510,635,3,1,2,66,34,32,39,21,18,93,45,48,434,228,206
3409540,774,0,0,0,35,17,18,66,43,23,42,18,24,631,320,311
3409550,1060,0,0,0,3,1,2,13,10,3,4,3,1,1040,564,476
3409600,1652,4,1,3,13,7,6,23,14,9,38,20,18,1574,893,681
3409630,1306,1,0,1,26,15,11,281,153,128,21,13,8,977,479,498
3409660,2150,2,0,2,126,57,69,116,65,51,174,93,81,1732,889,843
3409690,591,0,0,0,14,4,10,27,6,21,4,1,3,546,276,270
3409720,6012,7,4,3,1220,599,621,184,96,88,127,74,53,4474,2292,2182
3409750,4082,0,0,0,226,118,108,369,177,192,690,364,326,2797,1456,1341
3409780,408,3,0,3,0,0,0,7,2,5,12,8,4,386,191,195
3409810,801,1,0,1,82,44,38,159,85,74,37,13,24,522,262,260
3409840,535,0,0,0,6,1,5,3,1,2,3,2,1,523,274,249
3409870,3029,1,1,0,63,33,30,25,14,11,37,20,17,2903,1497,1406
3409900,670,-2,-2,-2,5,-1,4,9,3,4,1,-1,0,649,340,307
3409930,905,0,0,0,15,7,8,12,9,3,11,5,6,867,449,418
3409950,405,0,0,0,5,4,1,53,35,18,88,49,39,259,148,111
3409960,371,0,0,0,9,4,5,48,23,25,74,31,43,240,123,117
3409990,1891,0,0,0,214,104,110,103,46,57,140,65,75,1434,759,675
3410020,2949,0,0,0,47,26,21,112,55,57,578,300,278,2212,1170,1042
3410050,2090,2,1,1,109,54,55,381,205,176,92,53,39,1506,763,743
3410080,1910,0,-1,-1,56,36,18,651,328,321,307,127,178,888,585,301
3410110,10284,199,97,102,83,45,38,361,185,176,184,87,97,9457,4920,4537
3410140,1103,0,0,0,23,10,13,48,30,18,14,5,9,1018,520,498
3410170,116,0,0,0,0,0,0,5,4,1,3,1,2,108,51,57
3410200,4437,0,0,0,572,312,260,84,45,39,52,32,20,3729,1900,1829
3410230,1711,8,5,3,81,40,41,88,40,48,44,16,28,1490,762,728
3410290,669,0,0,0,17,9,8,30,17,13,7,3,4,615,330,285
3410320,6046,38,19,19,57,26,31,892,459,433,1645,836,809,3414,1657,1757
3410350,371,0,0,0,13,5,8,93,53,40,28,17,11,237,113,124
3410380,322,0,0,0,2,2,0,1,1,0,0,0,0,319,169,150
3410440,1189,6,1,5,97,44,53,108,65,43,247,115,132,731,397,334
3410470,5488,12,7,5,78,38,40,218,107,111,976,519,457,4204,2189,2015
3410500,4304,20,7,13,472,248,224,172,92,80,186,101,85,3454,1790,1664
3410530,361,0,0,0,11,7,4,19,13,6,10,4,6,321,174,147
3410560,6582,16,7,9,302,158,144,388,209,179,2655,1338,1317,3221,1633,1588
3410590,4899,1,0,-1,1131,586,543,119,60,57,121,59,60,3519,1838,1679
3410620,1033,0,-1,-1,37,19,16,28,9,17,15,5,8,945,502,441
3410650,3993,0,0,0,742,385,357,90,38,52,64,32,32,3097,1588,1509
3410680,286,0,0,0,36,16,20,68,35,33,7,2,5,175,80,95
3410710,4242,6,4,2,271,140,131,95,53,42,283,151,132,3587,1825,1762
3410720,452,0,0,-2,25,16,7,70,47,21,19,9,8,330,229,99
3410740,2733,6,4,2,190,91,99,341,165,176,64,37,27,2132,1072,1060
3410770,580,0,0,0,42,22,20,17,12,5,4,3,1,517,270,247
3410810,4625,3,3,0,233,115,118,991,500,491,776,390,386,2622,1393,1229
3410860,434,0,0,0,14,7,7,39,24,15,12,6,6,369,186,183
3410890,457,1,0,1,8,5,3,17,7,10,4,3,1,427,224,203
3410920,1122,4,1,3,22,8,14,137,71,66,478,254,224,481,267,214
3410950,4552,8,3,5,266,129,137,154,75,79,510,259,251,3614,1868,1746
3410980,4836,5,4,1,338,175,163,413,208,205,247,130,117,3833,1936,1897
3411010,1711,0,0,0,92,50,42,54,31,23,28,11,17,1537,825,712
3411040,704,-1,-1,-1,39,20,18,33,14,18,9,5,3,620,328,291
3411070,858,-1,-1,-1,5,3,1,196,103,92,67,38,28,587,296,290
3411100,373,0,0,0,2,0,2,9,4,5,9,2,7,353,197,156
3411130,417,0,0,0,19,13,6,49,22,27,34,22,12,315,149,166
3411160,4223,0,0,0,62,32,30,299,165,134,2764,1413,1351,1098,558,540
3411190,282,4,3,1,7,5,2,48,26,22,10,7,3,213,118,95
