total_students,total_schools,teachers_total,total_revenue,total_federal_revenue,total_state_revenue,total_local_revenue,total_expenditure,total_salaries,white_students,lowest_grade,highest_grade,metro_micro,charter_status,state_name,LEAID,NAME,exist_five_years
1123.0,b'4    ',b'93.2   ',13527000,1028000,4313000,8186000,13256000,6771000,1100.0,KG,12,0,3,maine,2303810,BUCKSPORT TOWN SCHS,False
671.0,b'3    ',b'57.6   ',9675000,1442000,4365000,3868000,9182000,4450000,628.0,PK,12,0,3,maine,2303870,CALAIS SCH DEPT,True
1854.0,b'3    ',b'138.5  ',19370000,597000,3624000,15149000,18364000,11272000,1784.0,KG,12,0,3,maine,2303930,CAPE ELIZABETH TOWN SCHS,True
1680.0,b'6    ',b'132.3  ',15265000,1833000,8881000,4551000,15887000,9427000,1587.0,PK,12,0,3,maine,2303960,CARIBOU CITY SCHS,False
,b'0    ',b'-2     ',669000,10000,21000,638000,714000,25000,,00,00,0,0,maine,2303980,CARRABASSETT VALLEY SCHOOL DEPARTMEN,True
,b'0    ',b'-2     ',111000,0,34000,77000,120000,5000,,00,00,0,0,maine,2303990,CARROLL PLANTATION SCHS,True
64.0,b'1    ',b'7.2    ',1018000,44000,106000,868000,1101000,555000,63.0,KG,08,0,3,maine,2304080,CASTINE TOWN SCHS,True
39.0,b'1    ',b'5      ',781000,260000,342000,179000,647000,277000,39.0,KG,08,0,3,maine,2304110,CASWELL PLANTATION SCHS,True
44.0,b'1    ',b'4.2    ',722000,37000,364000,321000,644000,278000,41.0,PK,08,0,3,maine,2304160,CHARLOTTE TOWN SCHOOLS,True
268.0,b'1    ',b'28     ',4566000,228000,2604000,1734000,4349000,1800000,265.0,KG,08,0,3,maine,2304230,CHELSEA TOWN SCHS,False
535.0,b'2    ',b'45.8   ',7871000,449000,4237000,3185000,7888000,3154000,520.0,KG,08,0,3,maine,2304290,CHINA TOWN SCHOOLS,False
,b'0    ',b'-2     ',244000,9000,73000,162000,238000,23000,,00,00,0,0,maine,2304440,COOPER TOWN SCHOOLS,True
,b'0    ',b'-2     ',146000,0,5000,141000,135000,12000,,00,00,0,0,maine,2304500,COPLIN PLANTATION SCHS,True
5.0,b'1    ',b'1.5    ',232000,12000,19000,201000,242000,82000,5.0,KG,08,0,3,maine,2304620,CRANBERRY ISLES TOWN SCH DIST,True
,b'0    ',b'-2     ',123000,2000,48000,73000,123000,20000,,00,00,0,0,maine,2304650,CRAWFORD TOWN SCHOOLS,True
,b'0    ',b'-2     ',301000,1000,10000,290000,299000,15000,,00,00,0,0,maine,2304800,DALLAS PLANTATION SCHS,True
,b'0    ',b'-2     ',866000,16000,97000,753000,915000,22000,,00,00,0,0,maine,2304830,DAMARISCOTTA TOWN SCHS,True
228.0,b'1    ',b'18.4   ',3340000,98000,1530000,1712000,3766000,1294000,228.0,KG,06,0,3,maine,2304860,DAYTON TOWN SCHOOLS,False
,b'0    ',b'-2     ',99000,0,4000,95000,85000,0,,00,00,0,0,maine,2304880,DEBLOIS TOWN SCHS,True
168.0,b'1    ',b'18.1   ',2779000,132000,756000,1891000,2681000,1193000,165.0,PK,08,0,3,maine,2304890,DEDHAM TOWN SCHOOLS,True
426.0,b'2    ',b'49.5   ',7124000,482000,1563000,5079000,6781000,3842000,415.0,KG,12,0,3,maine,2304895,DEER ISLE-STONINGTON COMMUNITY SCHOO,True
,b'0    ',b'-2     ',451000,11000,259000,181000,398000,28000,,00,00,0,0,maine,2304900,DENNYSVILLE TOWN SCHOOLS,True
105.0,b'1    ',b'11.5   ',2810000,197000,1291000,1322000,2995000,913000,105.0,KG,05,0,3,maine,2305130,DRESDEN TOWN SCHS,False
,b'0    ',b'-2     ',67000,0,15000,52000,54000,5000,,00,00,0,0,maine,2305160,DREW PLANTATION SCHS,True
378.0,b'1    ',b'29     ',5804000,303000,2571000,2930000,5568000,2006000,378.0,KG,08,0,3,maine,2305190,DURHAM TOWN SCHOOLS,False
413.0,b'2    ',b'37     ',4583000,432000,704000,3447000,4419000,2555000,398.0,KG,12,0,3,maine,2305280,EAST MILLINOCKET TOWN SCHS,True
-2.0,b'1    ',b'15.1   ',1892000,67000,18000,1807000,1926000,1074000,-2.0,09,12,0,3,maine,2305300,REGION 10 VOCATIONAL SCHOOL,True
223.0,b'2    ',b'24.1   ',3257000,270000,1045000,1942000,3185000,1812000,217.0,PK,12,0,3,maine,2305310,EASTON TOWN SCHS,True
290.0,b'2    ',b'30     ',4007000,658000,1513000,1836000,3892000,2159000,218.0,PK,12,0,3,maine,2305360,EASTPORT CITY SCHS,True
41.0,b'1    ',b'5      ',665000,93000,192000,380000,635000,241000,41.0,KG,08,0,3,maine,2305380,EAST RANGE COMMUNITY SCHOOL DISTRICT,True
83.0,b'1    ',b'10.3   ',2422000,76000,773000,1573000,2216000,816000,82.0,KG,06,0,3,maine,2305400,EDGECOMB EDDY SCHOOLS,True
1234.0,b'5    ',b'109.5  ',15451000,1438000,5529000,8484000,14668000,8335000,1194.0,KG,12,0,3,maine,2305500,ELLSWORTH CITY SCHOOLS,False
2148.0,b'4    ',b'170.3  ',25046000,645000,6165000,18236000,24050000,13998000,2058.0,KG,12,0,3,maine,2305670,FALMOUTH SCHOOL DEPT,True
341.0,b'1    ',b'30.8   ',4581000,832000,895000,2854000,3989000,2109000,336.0,09,12,0,3,maine,2305730,FLANDERS BAY COMMUNITY SCHOOL DISTRI,False
1306.0,b'4    ',b'111    ',14886000,672000,2594000,11620000,14442000,8847000,1240.0,KG,12,0,3,maine,2305820,FREEPORT PUBLIC SCHOOLS,False
93.0,b'1    ',b'10.7   ',2199000,100000,291000,1808000,1992000,766000,91.0,KG,06,0,3,maine,2305970,GEORGETOWN TOWN SCHS,True
,b'0    ',b'-2     ',246000,0,27000,219000,212000,0,,00,00,0,0,maine,2305980,GILEAD TOWN SCHS,True
421.0,b'1    ',b'40.5   ',7138000,460000,3799000,2879000,6943000,2633000,415.0,KG,08,0,3,maine,2306000,GLENBURN TOWN SCHS,False
,b'0    ',b'-2     ',5000,0,5000,0,8000,1000,,00,00,0,0,maine,2306030,GLENWOOD PLANTATION SCHOOLS,True
2753.0,b'5    ',b'195.3  ',29398000,1396000,14178000,13824000,27824000,15707000,2654.0,KG,12,0,3,maine,2306060,GORHAM TOWN SCHS,True
,b'0    ',b'-2     ',74000,7000,2000,65000,90000,16000,,00,00,0,0,maine,2306150,GRAND LAKE STREAM PLT SCHS,True
427.0,b'1    ',b'37.8   ',6087000,837000,1137000,4113000,5630000,2998000,414.0,KG,08,0,3,maine,2306160,GREAT SALT BAY COMMUNITY SCHOOL DIST,True
177.0,b'1    ',b'15.8   ',2774000,316000,1743000,715000,2509000,946000,177.0,PK,08,0,3,maine,2306180,GREENBUSH SCHOOL DEPT,True
266.0,b'2    ',b'26.1   ',3897000,292000,908000,2697000,3635000,2154000,262.0,KG,12,0,3,maine,2306250,GREENVILLE TOWN SCHOOLS,True
221.0,b'1    ',b'22.6   ',3126000,168000,979000,1979000,3025000,1347000,213.0,KG,08,0,3,maine,2306260,HANCOCK TOWN SCHS,False
,b'0    ',b'-2     ',305000,0,125000,180000,342000,17000,,00,00,0,0,maine,2306300,HANOVER TOWN SCHOOLS,False
88.0,b'1    ',b'7.9    ',1276000,166000,661000,449000,1295000,562000,81.0,KG,08,0,3,maine,2306330,HARMONY TOWN SCHS,True
1159.0,b'3    ',b'80.3   ',11005000,373000,4392000,6240000,10026000,5482000,1130.0,PK,12,0,3,maine,2306510,HERMON TOWN SCHS,True
,b'0    ',b'-2     ',52000,0,2000,50000,51000,5000,,00,00,0,0,maine,2306540,HERSEY TOWN SCHS,True
,b'0    ',b'-2     ',49000,0,17000,32000,38000,1000,,00,00,0,0,maine,2306600,HIGHLAND PLT SCHS,True
150.0,b'1    ',b'15     ',1747000,140000,610000,997000,1672000,906000,147.0,KG,08,0,3,maine,2306610,HOPE TOWN SCHS,True
10.0,b'1    ',b'1      ',188000,11000,25000,152000,173000,75000,10.0,KG,08,0,3,maine,2306780,ISLE AU HAUT TOWN SCHS,True
85.0,b'1    ',b'13.7   ',1472000,59000,190000,1223000,1444000,837000,85.0,KG,12,0,3,maine,2306810,ISLEBORO SCHOOL DEPARTMENT,True
857.0,b'3    ',b'87.9   ',12894000,843000,2119000,9932000,11464000,6634000,825.0,KG,12,0,3,maine,2306840,JAY TOWN SCHS,True
241.0,b'1    ',b'23.7   ',4402000,495000,1328000,2579000,4246000,1734000,239.0,KG,08,0,3,maine,2306870,JEFFERSON TOWN SCHS,True
63.0,b'1    ',b'7.1    ',1003000,89000,439000,475000,1007000,369000,61.0,KG,08,0,3,maine,2306900,JONESBORO TOWN SCHOOLS,True
124.0,b'1    ',b'13.9   ',1566000,267000,624000,675000,1296000,705000,121.0,KG,08,0,3,maine,2307100,JONESPORT ELEMENTARY SCH,True
,b'0    ',b'-2     ',1000,0,0,1000,2000,1000,,00,00,0,0,maine,2307110,KINGSBURY PLT SCHS,True
1113.0,b'4    ',b'95     ',14911000,1157000,2216000,11538000,14295000,7075000,1059.0,KG,12,0,3,maine,2307140,KITTERY TOWN SCHS,True
-2.0,b'1    ',b'25.2   ',2575000,128000,12000,2435000,2385000,1564000,-2.0,09,12,2,3,maine,2307180,REGION 8 VOCATIONAL SCHOOL,True
,b'0    ',b'-2     ',94000,0,2000,92000,109000,5000,,00,00,0,0,maine,2307200,LAKEVILLE PLT SCHS,True
143.0,b'1    ',b'13.9   ',2215000,73000,598000,1544000,2243000,715000,136.0,KG,08,0,3,maine,2307250,LAMOINE TOWN SCHS,False
4524.0,b'9    ',b'329.8  ',48807000,5673000,26309000,16825000,49262000,26647000,3850.0,KG,12,0,3,maine,2307320,LEWISTON CITY SCHS,True
346.0,b'1    ',b'34.6   ',3887000,507000,2556000,824000,4245000,2186000,330.0,PK,12,0,3,maine,2307380,LIMESTONE TOWN SCHS,False
,b'0    ',b'-2     ',41000,0,21000,20000,32000,4000,,00,00,0,0,maine,2307440,LINCOLN PLANTATION SCHS,True
209.0,b'1    ',b'19.2   ',3041000,188000,526000,2327000,8383000,1283000,206.0,KG,08,0,3,maine,2307450,LINCOLNVILLE TOWN SCHS,True
1409.0,b'3    ',b'111.6  ',15647000,1010000,7998000,6639000,17288000,8859000,1380.0,KG,12,0,3,maine,2307530,LISBON TOWN SCHS,True
402.0,b'2    ',b'38.9   ',5349000,153000,3056000,2140000,5109000,2998000,398.0,KG,08,0,3,maine,2307560,LITCHFIELD TOWN SCHS,False
578.0,b'1    ',b'45.4   ',6291000,999000,2923000,2369000,6408000,3275000,573.0,09,12,0,3,maine,2307570,OAK HILL COMMUNITY SCHOOL DISTRICT 1,False
5.0,b'1    ',b'1      ',128000,44000,13000,71000,125000,30000,5.0,KG,08,0,3,maine,2307590,FRENCHBORO SCH DIST,True
428.0,b'3    ',b'49.2   ',5204000,867000,1731000,2606000,5353000,3069000,407.0,PK,12,0,3,maine,2307710,MACHIAS TOWN SCHOOLS,True
,b'0    ',b'-2     ',87000,0,34000,53000,108000,18000,,00,00,0,0,maine,2307770,MACWAHOC PLT SCH,True
741.0,b'2    ',b'57.6   ',8761000,602000,2700000,5459000,8432000,5018000,715.0,PK,12,0,3,maine,2307800,MADAWASKA TOWN SCHS,True
,b'0    ',b'-2     ',33000,0,3000,30000,29000,3000,,00,00,0,0,maine,2307890,MAGALLOWAY PLT SCHS,True
189.0,b'1    ',b'16.6   ',1992000,102000,898000,992000,1989000,1065000,184.0,KG,05,0,3,maine,2307920,MANCHESTER TOWN SCHS,False
,b'0    ',b'-2     ',612000,7000,244000,361000,651000,249000,,00,00,0,0,maine,2307950,MARIAVILLE TOWN SCHS,False
,b'0    ',b'-2     ',582000,9000,234000,339000,544000,40000,,00,00,0,0,maine,2307980,MARSHFIELD TOWN SCHOOLS,True
349.0,b'1    ',b'36     ',5422000,500000,2998000,1924000,5243000,2367000,341.0,KG,08,0,3,maine,2308100,MECHANIC FALLS TOWN SCHS,False
,b'0    ',b'-2     ',162000,3000,33000,126000,174000,17000,,00,00,0,0,maine,2308135,MEDDYBEMPS TOWN SCHOOLS,True
,b'0    ',b'-2     ',301000,0,178000,123000,243000,4000,,00,00,0,0,maine,2308140,MEDFORD TOWN SCHOOLS,True
191.0,b'1    ',b'17.3   ',2694000,306000,1221000,1167000,2813000,1275000,187.0,05,08,0,3,maine,2308160,MEDWAY TOWN SCHS,True
299.0,b'1    ',b'32.8   ',5312000,458000,2671000,2183000,4954000,1961000,260.0,KG,08,0,3,maine,2308250,MILFORD SCHOOL DEPT,True
729.0,b'3    ',b'63.5   ',9162000,1370000,3544000,4248000,8549000,4196000,715.0,KG,12,0,3,maine,2308280,MILLINOCKET TOWN SCHS,True
288.0,b'1    ',b'21.6   ',3411000,228000,1854000,1329000,3457000,1346000,287.0,KG,08,0,3,maine,2308310,MINOT TOWN SCHS,False
6.0,b'1    ',b'1      ',175000,20000,16000,139000,143000,46000,6.0,KG,08,0,3,maine,2308340,MONHEGAN PLT SCHOOLS,True
765.0,b'3    ',b'64.8   ',7518000,539000,4164000,2815000,7171000,3944000,751.0,KG,12,0,3,maine,2308370,MONMOUTH TOWN SCHS,False
87.0,b'1    ',b'11.3   ',1334000,164000,442000,728000,1242000,672000,87.0,09,12,0,3,maine,2308400,MOOSABEC COMMUNITY SCHOOL DISTRICT 1,True
,b'0    ',b'-2     ',8000,0,4000,4000,28000,1000,,00,00,0,0,maine,2308430,MORO PLANTATION SCHS,True
157.0,b'1    ',b'18.1   ',2882000,77000,251000,2554000,2915000,1358000,155.0,KG,08,0,3,maine,2308490,MOUNT DESERT ELEM SCHOOL,True
701.0,b'1    ',b'54.9   ',8562000,557000,774000,7231000,7859000,4017000,690.0,09,12,0,3,maine,2308500,MOUNT DESERT COMMUNITY SCHOOL DISTRI,True
899.0,b'2    ',b'78     ',11134000,587000,4615000,5932000,10852000,6397000,887.0,06,12,0,3,maine,2308520,MARANACOOK COMMUNITY SCHOOL DISTRICT,False
113.0,b'1    ',b'9.6    ',1190000,158000,485000,547000,1225000,609000,111.0,KG,05,0,3,maine,2308560,MT VERNON TOWN SCHS,False
,b'0    ',b'-2     ',119000,0,10000,109000,111000,3000,,00,00,0,0,maine,2308580,NASHVILLE PUBLIC SCHOOLS,True
78.0,b'1    ',b'6.4    ',1164000,74000,653000,437000,977000,437000,75.0,PK,08,0,3,maine,2308700,NEW SWEDEN SCH DEPT,True
,b'0    ',b'-2     ',981000,7000,207000,767000,1021000,23000,,00,00,0,0,maine,2308760,NEWCASTLE TOWN SCHS,True
157.0,b'1    ',b'17.3   ',2924000,20000,912000,1992000,2661000,986000,153.0,KG,08,0,3,maine,2308940,NOBLEBORO TOWN SCHS,True
,b'0    ',b'-2     ',121000,4000,3000,114000,134000,27000,,00,00,0,0,maine,2309090,NORTHFIELD TOWN SCHS,True
-2.0,b'1    ',b'14     ',1643000,58000,22000,1563000,1702000,881000,-2.0,09,12,0,3,maine,2309100,REGION 3 VOCATIONAL SCHOOL,True
-2.0,b'1    ',b'9.1    ',1257000,51000,53000,1153000,1248000,745000,-2.0,09,12,0,3,maine,2309110,REGION 9 VOCATIONAL SCHOOL,True
1017.0,b'3    ',b'85.6   ',11297000,888000,2332000,8077000,11361000,6893000,957.0,KG,12,0,3,maine,2309200,OLD ORCHARD BEACH SCHOOL DEPT,False
1543.0,b'4    ',b'122.5  ',15139000,842000,5443000,8854000,14311000,7934000,1445.0,KG,12,0,3,maine,2309210,OLD TOWN CITY SCHS,False
,b'0    ',b'-2     ',144000,3000,5000,136000,137000,11000,,00,00,0,0,maine,2309240,ORIENT TOWN SCHS,True
190.0,b'1    ',b'20.7   ',3354000,320000,1242000,1792000,3470000,1305000,189.0,KG,08,0,3,maine,2309270,ORLAND SCHOOL DEPT,False
824.0,b'3    ',b'68.7   ',8579000,613000,2886000,5080000,8498000,4916000,757.0,KG,12,0,3,maine,2309300,ORONO TOWN SCHS,False
395.0,b'1    ',b'31.6   ',5937000,334000,2680000,2923000,5667000,2125000,392.0,KG,08,0,3,maine,2309330,ORRINGTON SCHOOL DEPT,True
100.0,b'1    ',b'10.6   ',905000,71000,111000,723000,848000,301000,97.0,KG,08,0,3,maine,2309390,OTIS TOWN SCHS,True
149.0,b'1    ',b'12.6   ',2310000,213000,950000,1147000,2178000,864000,144.0,KG,08,0,3,maine,2309510,PALERMO TOWN SCHS,False
114.0,b'1    ',b'9.4    ',1641000,107000,790000,744000,1466000,573000,107.0,PK,08,0,3,maine,2309560,PEMBROKE TOWN SCHS,True
70.0,b'1    ',b'9.6    ',1485000,76000,224000,1185000,1469000,585000,69.0,KG,08,0,3,maine,2309630,PENOBSCOT TOWN SCHS,True
118.0,b'1    ',b'8.9    ',1281000,68000,650000,563000,1270000,499000,94.0,PK,08,0,3,maine,2309650,PERRY TOWN SCHS,True
166.0,b'1    ',b'12.7   ',2450000,141000,1160000,1149000,2491000,988000,162.0,KG,08,0,3,maine,2309690,PERU SCHOOL DISTRICT,False
147.0,b'1    ',b'14.9   ',3478000,175000,565000,2738000,3329000,1209000,144.0,KG,06,0,3,maine,2309750,PHIPPSBURG TOWN SCHS,False
,b'0    ',b'-2     ',65000,0,4000,61000,116000,14000,,00,00,0,0,maine,2309810,PLEASANT RIDGE PLT SCHS,True
1158.0,b'3    ',b'111.9  ',14169000,694000,5457000,8018000,13097000,7214000,1140.0,KG,12,0,3,maine,2309870,POLAND TOWN SCHS,False
7306.0,b'17   ',b'629.6  ',92842000,9154000,19309000,64379000,90454000,57464000,5476.0,KG,12,0,3,maine,2309930,PORTLAND CITY SCHS,True
144.0,b'1    ',b'14     ',2076000,204000,1067000,805000,1981000,859000,133.0,PK,08,0,3,maine,2309990,PRINCETON TOWN SCHS,True
210.0,b'1    ',b'25.3   ',2586000,159000,299000,2128000,2678000,1585000,203.0,KG,12,0,3,maine,2310020,RANGELEY TOWN SCHS,True
,b'0    ',b'-2     ',189000,1000,8000,180000,197000,29000,,00,00,0,0,maine,2310050,RANGELEY PLT SCHS,True
594.0,b'2    ',b'48     ',9272000,418000,2190000,6664000,8755000,3773000,581.0,KG,08,0,3,maine,2310080,RAYMOND TOWN SCHS,False
225.0,b'1    ',b'19.9   ',2305000,241000,1016000,1048000,2311000,1334000,216.0,KG,05,0,3,maine,2310110,READFIELD ELEMENTARY SCHOOL,False
18.0,b'1    ',b'3.5    ',290000,9000,150000,131000,340000,146000,18.0,KG,08,0,3,maine,2310140,REED PLANTATION SCH,True
597.0,b'3    ',b'50     ',5675000,485000,3018000,2172000,5633000,3452000,585.0,PK,12,0,3,maine,2310170,RICHMOND SCHOOL DEPARTMENT,False
60.0,b'1    ',b'5      ',875000,113000,475000,287000,823000,300000,59.0,KG,08,0,3,maine,2310190,ROBBINSTON TOWN SCHS,True
,b'0    ',b'-2     ',1628000,0,48000,1580000,1824000,15000,,00,00,0,0,maine,2310300,ROME TOWN SCHS,False
,b'0    ',b'-2     ',253000,2000,7000,244000,214000,27000,,00,00,0,0,maine,2310320,ROQUE BLUFFS TOWN SCHS,True
1930.0,b'5    ',b'133.7  ',25912000,1706000,9035000,15171000,27797000,9935000,1831.0,KG,12,0,3,maine,2310380,SACO CITY SCHS,False
,b'0    ',b'-2     ',72000,0,9000,63000,97000,13000,,00,00,0,0,maine,2310470,SANDY RIVER PLT SCHS,True
3741.0,b'8    ',b'274.2  ',35529000,3593000,18631000,13305000,35921000,19366000,3559.0,KG,12,0,3,maine,2310500,SANFORD PUBLIC  SCHOOL DEPARTMENT,True
3299.0,b'6    ',b'237.8  ',33264000,998000,7496000,24770000,30954000,18238000,3191.0,KG,12,0,3,maine,2310530,SCARBOROUGH TOWN SCHS,True
,b'0    ',b'-2     ',165000,0,7000,158000,164000,7000,,00,00,0,0,maine,2310560,SCHOOL ADMIN DIST 10,True
2320.0,b'8    ',b'165.9  ',23167000,2271000,12650000,8246000,22568000,11967000,2261.0,PK,12,0,3,maine,2310590,SCHOOL ADMIN DIST 11,True
190.0,b'1    ',b'22.7   ',2434000,294000,833000,1307000,2336000,1352000,181.0,KG,12,0,3,maine,2310620,SCHOOL ADMIN DIST 12,True
306.0,b'3    ',b'28     ',3520000,453000,1390000,1677000,3401000,1931000,302.0,PK,12,0,3,maine,2310650,SCHOOL ADMIN DIST 13,True
174.0,b'1    ',b'21.8   ',2743000,834000,930000,979000,2686000,1213000,170.0,PK,12,0,3,maine,2310680,SCHOOL ADM DIST 14,True
2084.0,b'5    ',b'148.1  ',20129000,1141000,8607000,10381000,19326000,11085000,2022.0,KG,12,0,3,maine,2310710,SCHOOL ADMIN DIST 15,True
979.0,b'3    ',b'82.5   ',10715000,731000,4310000,5674000,11716000,5550000,929.0,KG,12,0,3,maine,2310740,SCHOOL ADM DIST 16,False
3644.0,b'12   ',b'276.6  ',37440000,3328000,19071000,15041000,36537000,19190000,3540.0,KG,12,0,3,maine,2310770,SCHOOL ADMIN DIST 17,True
,b'0    ',b'-2     ',1338000,24000,648000,666000,1353000,0,,00,00,0,0,maine,2310800,SCHOOL ADMIN DIST 18,False
189.0,b'1    ',b'24     ',2893000,536000,1008000,1349000,2838000,1430000,189.0,KG,12,0,3,maine,2310830,SCHOOL ADMIN DIST 19,True
2092.0,b'9    ',b'157.1  ',21300000,1676000,12350000,7274000,26653000,12530000,1984.0,PK,12,0,3,maine,2310860,SCHOOL ADMIN DIST 1,True
638.0,b'2    ',b'56.4   ',6899000,870000,4019000,2010000,6494000,3589000,608.0,PK,12,0,3,maine,2310890,SCHOOL ADMIN DIST 20,True
863.0,b'4    ',b'66.1   ',8960000,1189000,4746000,3025000,8838000,4600000,844.0,KG,12,0,3,maine,2310920,SCHOOL ADMIN DIST 21,False
2310.0,b'7    ',b'181.7  ',22583000,1181000,12214000,9188000,21193000,12217000,2266.0,KG,12,0,3,maine,2310950,SCHOOL ADMIN DIST 22,True
678.0,b'3    ',b'46.4   ',7680000,684000,4790000,2206000,7276000,2826000,672.0,PK,08,0,3,maine,2310980,SCHOOL ADMIN DIST 23,True
427.0,b'3    ',b'40     ',5554000,909000,3325000,1320000,5534000,2651000,420.0,PK,12,0,3,maine,2311010,SCHOOL ADMIN DIST 24,True
444.0,b'2    ',b'41.2   ',4410000,466000,1959000,1985000,4403000,2398000,431.0,PK,12,0,3,maine,2311040,SCHOOL ADMIN DIST 25,True
85.0,b'1    ',b'10     ',1965000,811000,424000,730000,1966000,631000,83.0,KG,08,0,3,maine,2311070,SCHOOL ADMIN DIST 26,False
1108.0,b'5    ',b'92     ',12223000,1498000,6571000,4154000,12392000,6880000,1077.0,KG,12,0,3,maine,2311100,SCHOOL ADMIN DIST 27,True
884.0,b'2    ',b'78.8   ',11102000,685000,1293000,9124000,10855000,6256000,855.0,KG,08,0,3,maine,2311130,SCHOOL ADMIN DIST 28,True
1351.0,b'5    ',b'96.9   ',12206000,1444000,7629000,3133000,11980000,6716000,1204.0,PK,12,0,3,maine,2311160,SCHOOL ADMIN DIST 29,True
215.0,b'3    ',b'24.3   ',4193000,532000,2122000,1539000,4096000,1584000,206.0,KG,08,0,3,maine,2311220,SCHOOL ADMIN DIST 30,True
699.0,b'3    ',b'63.6   ',7708000,874000,3843000,2991000,8392000,3764000,689.0,KG,12,0,3,maine,2311250,SCHOOL ADMIN DIST 31,True
361.0,b'2    ',b'30     ',3931000,324000,1744000,1863000,3709000,1934000,356.0,PK,12,0,3,maine,2311280,SCHOOL ADMIN DIST 32,True
337.0,b'3    ',b'32     ',4092000,348000,1884000,1860000,3981000,2040000,331.0,PK,12,0,3,maine,2311310,SCHOOL ADMIN DIST 33,True
1942.0,b'8    ',b'179.3  ',25430000,3179000,11050000,11201000,29551000,14061000,1906.0,PK,12,0,3,maine,2311340,SCHOOL ADMIN DIST 34,False
2681.0,b'5    ',b'178.1  ',24490000,901000,11596000,11993000,22781000,12774000,2633.0,PK,12,0,3,maine,2311370,MAINE SCHOOL ADMINISTRATIVE DISTRICT,True
1034.0,b'3    ',b'83.6   ',10572000,1622000,4869000,4081000,10244000,5746000,1018.0,KG,12,0,3,maine,2311400,SCHOOL ADMIN DIST 36,True
814.0,b'6    ',b'80.7   ',9567000,1154000,3761000,4652000,9664000,5382000,786.0,KG,12,0,3,maine,2311430,SCHOOL ADMIN DIST 37,True
278.0,b'1    ',b'24     ',3321000,359000,2143000,819000,3315000,1449000,273.0,PK,08,0,3,maine,2311460,SCHOOL ADMIN DIST 38,False
625.0,b'2    ',b'51.8   ',7444000,832000,4261000,2351000,6698000,3425000,614.0,PK,12,0,3,maine,2311490,SCHOOL ADMIN DIST 39,False
1587.0,b'8    ',b'129.9  ',17304000,2423000,9414000,5467000,16635000,9233000,1551.0,KG,12,0,3,maine,2311520,SCHOOL ADMIN DIST 3,True
2065.0,b'7    ',b'175.8  ',22858000,2474000,10110000,10274000,22157000,12483000,2028.0,KG,12,0,3,maine,2311550,SCHOOL ADMIN DIST 40,True
825.0,b'4    ',b'59.6   ',8528000,1533000,4418000,2577000,8211000,4647000,803.0,KG,12,0,3,maine,2311580,SCHOOL ADMIN DIST 41,True
466.0,b'2    ',b'34.8   ',4184000,439000,2505000,1240000,4092000,2282000,460.0,PK,12,0,3,maine,2311610,SCHOOL ADMIN DIST 42,True
1641.0,b'5    ',b'144.6  ',17428000,2021000,6142000,9265000,17606000,9971000,1598.0,PK,12,0,3,maine,2311640,SCHOOL ADMIN DIST 43,False
1079.0,b'5    ',b'85.8   ',11676000,1006000,3350000,7320000,11467000,6045000,1053.0,KG,12,0,3,maine,2311670,SCHOOL ADMIN DIST 44,True
421.0,b'2    ',b'33.6   ',3828000,389000,2238000,1201000,3632000,1991000,420.0,PK,12,0,3,maine,2311700,SCHOOL ADMINISTRATIVE DISTRICT 45,True
864.0,b'4    ',b'57     ',7960000,1160000,4087000,2713000,7436000,4035000,851.0,PK,12,0,3,maine,2311730,SCHOOL ADMIN DIST 4,True
1432.0,b'6    ',b'110.9  ',17232000,1891000,4537000,10804000,16541000,9365000,1391.0,KG,12,2,3,maine,2311760,SCHOOL ADMIN DIST 5,False
4036.0,b'11   ',b'304.9  ',39679000,2689000,17895000,19095000,38326000,21848000,3942.0,KG,12,0,3,maine,2311790,SCHOOL ADMIN DIST 6,True
56.0,b'1    ',b'13.7   ',1530000,46000,200000,1284000,1509000,821000,53.0,PK,12,0,3,maine,2311820,SCHOOL ADMIN DIST 7,True
212.0,b'1    ',b'22.7   ',3627000,188000,1170000,2269000,3131000,1337000,211.0,KG,12,0,3,maine,2311850,SCHOOL ADMIN DIST 8,True
2567.0,b'9    ',b'213.6  ',26036000,2598000,13822000,9616000,25367000,15007000,2501.0,KG,12,0,3,maine,2311880,SCHOOL ADMIN DIST 9,True
34.0,b'1    ',b'4.6    ',726000,29000,55000,642000,755000,273000,28.0,KG,08,0,3,maine,2311910,SCHOOL ADMIN DIST 76,True
330.0,b'4    ',b'30.2   ',5833000,677000,2802000,2354000,5549000,2351000,318.0,PK,08,0,3,maine,2311940,SCHOOL ADMIN DIST 77,False
270.0,b'1    ',b'23.5   ',2609000,269000,708000,1632000,2427000,1309000,266.0,KG,08,0,3,maine,2311950,SCHOODIC COMMUNITY SCHOOL DISTRICT 1,False
115.0,b'1    ',b'11.2   ',2328000,172000,693000,1463000,2136000,859000,109.0,KG,08,0,3,maine,2312140,SEDGWICK TOWN SCHOOLS,True
7.0,b'1    ',b'1.3    ',194000,20000,15000,159000,198000,70000,7.0,KG,05,0,3,maine,2312180,SHIRLEY TOWN SCHOOLS,True
42.0,b'1    ',b'6.4    ',926000,150000,332000,444000,987000,415000,40.0,KG,08,0,3,maine,2312240,SOMERVILLE PLT SCHS,False
-2.0,b'1    ',b'9      ',1423000,47000,9000,1367000,1419000,654000,-2.0,09,12,0,3,maine,2312260,REGION 2 VOCATIONAL SCHOOL,True
