total_students,total_schools,teachers_total,total_revenue,total_federal_revenue,total_state_revenue,total_local_revenue,total_expenditure,total_salaries,white_students,lowest_grade,highest_grade,metro_micro,charter_status,state_name,LEAID,NAME,exist_five_years
395.0,b'1    ',b'37     ',7569000,534000,5183000,1852000,7321000,4284000,384.0,PK,12,2,3,new york,3614250,HERMON DEKALB CENTRAL SCH D1,True
4076.0,b'5    ',b'348.6  ',75125000,1133000,14771000,59221000,75223000,47752000,2079.0,KG,12,1,3,new york,3614280,HERRICKS UF SCH DIST,True
634.0,b'1    ',b'52.4   ',9342000,685000,7072000,1585000,9119000,5447000,624.0,PK,12,2,3,new york,3614310,HEUVELTON CENTRAL SCH,True
5309.0,b'9    ',b'373.3  ',89047000,2423000,16509000,70115000,104177000,50534000,3263.0,PK,12,1,3,new york,3614340,HICKSVILLE UF SCH DIST,True
1912.0,b'4    ',b'-1     ',29751000,966000,13134000,15651000,27617000,15932000,1695.0,KG,12,1,3,new york,3614400,HIGHLAND CENTRAL SCHOOL DISTRICT,True
1179.0,b'4    ',b'91.1   ',21437000,7522000,7522000,6393000,20770000,10846000,819.0,KG,12,1,3,new york,3614430,HIGHLAND FALLS CENTRAL SCH DIST,True
4478.0,b'5    ',b'341.9  ',58886000,1715000,31405000,25766000,75945000,33128000,4262.0,KG,12,1,3,new york,3614460,HILTON CENTRAL SCH DIST,True
468.0,b'1    ',b'37.2   ',7304000,544000,5482000,1278000,7086000,4310000,457.0,KG,12,2,3,new york,3614490,HINSDALE CENTRAL SCH DIST,True
1309.0,b'3    ',b'96.8   ',16653000,490000,9851000,6312000,16717000,9661000,1299.0,PK,12,1,3,new york,3614550,HOLLAND CENTRAL SCH DIST,True
1816.0,b'4    ',b'130.3  ',22253000,903000,14015000,7335000,22926000,13111000,1775.0,KG,12,1,3,new york,3614580,HOLLAND PATENT CENTRAL SCHOOL DIST,True
1385.0,b'2    ',b'93.5   ',18072000,1046000,11315000,5711000,16264000,9609000,1301.0,PK,12,1,3,new york,3614610,HOLLEY CENTRAL SCH DIST,True
2288.0,b'5    ',b'174.6  ',30396000,1616000,18823000,9957000,30362000,18077000,2231.0,KG,12,2,3,new york,3614640,HOMER CENTRAL SCH DIST,True
1049.0,b'2    ',b'99.6   ',14581000,429000,7393000,6759000,13091000,7916000,1021.0,KG,12,1,3,new york,3614670,HONEOYE CENTRAL SCH DIST,True
2638.0,b'4    ',b'176.4  ',35939000,863000,14767000,20309000,35730000,19102000,2532.0,KG,12,1,3,new york,3614700,HONEOYE FALLS-LIMA CENTRAL SCH DIST,True
1263.0,b'3    ',b'94.7   ',16712000,727000,9139000,6846000,15016000,8883000,1248.0,KG,12,1,3,new york,3614730,HOOSIC VLLY CNTRL SCH DIST AT SCHAGH,True
1260.0,b'2    ',b'103.7  ',16237000,992000,9138000,6107000,14984000,8836000,1237.0,KG,12,1,3,new york,3614760,HOOSICK FALLS CENTRAL SCH DIST,True
1886.0,b'4    ',b'150.4  ',26269000,2423000,18740000,5106000,25150000,14150000,1778.0,KG,12,2,3,new york,3614820,HORNELL CITY SCH DIST,True
4339.0,b'7    ',b'291.3  ',57021000,2350000,28772000,25899000,56684000,30175000,4102.0,KG,12,1,3,new york,3614850,HORSEHEADS CTL SCH DIST,True
458.0,b'1    ',b'41     ',6532000,380000,3851000,2301000,6356000,3766000,441.0,KG,12,2,3,new york,3614880,SACKETS HARBOR CENTRAL SCH DST,True
2206.0,b'7    ',b'-1     ',34680000,3293000,17108000,14279000,34106000,19154000,1346.0,PK,12,2,3,new york,3614940,HUDSON CITY SCH DIST,True
2355.0,b'5    ',b'162.5  ',30724000,2503000,19667000,8554000,28636000,16581000,2312.0,KG,12,1,3,new york,3614970,HUDSON FALLS CENTRAL SCHOOL DISTRICT,True
-1.0,b'1    ',b'40     ',5807000,252000,30000,5525000,5900000,3343000,-1.0,07,12,1,3,new york,3615030,GEORGE JUNIOR REPUBLIC UNION FREE SC,True
548.0,b'2    ',b'45.4   ',10134000,433000,2153000,7548000,10115000,5232000,537.0,PK,12,0,3,new york,3615060,HUNTER TANNERSVILLE CTL SCH DIST,True
4203.0,b'8    ',b'356.6  ',90659000,3191000,17925000,69543000,86530000,49811000,2718.0,KG,12,1,3,new york,3615090,HUNTINGTON UNION FREE SCH DIST,True
4645.0,b'7    ',b'325.4  ',63869000,2434000,25606000,35829000,63514000,39299000,3782.0,KG,12,1,3,new york,3615180,HYDE PARK CENTRAL SCH DIST,True
2276.0,b'5    ',b'148.4  ',28559000,1144000,15109000,12306000,31869000,16464000,2188.0,KG,12,2,3,new york,3615210,KINDERHOOK CENTRAL SCH DIST,True
1776.0,b'3    ',b'136.7  ',20732000,2226000,15849000,2657000,21530000,11886000,1684.0,PK,12,1,3,new york,3615240,ILION CENTRAL SCH DIST,True
196.0,b'1    ',b'21     ',4446000,125000,561000,3760000,4425000,2516000,191.0,KG,12,0,3,new york,3615270,INDIAN LAKE CENTRAL SCH,True
3482.0,b'8    ',b'272.8  ',50632000,13434000,34476000,2722000,49572000,28681000,2626.0,KG,12,2,3,new york,3615300,INDIAN RIVER CTL SCHOOL DIST,True
42.0,b'1    ',b'5.5    ',829000,0,72000,757000,840000,308000,42.0,PK,06,0,3,new york,3615330,INLET COMMON SCH DIST,True
2939.0,b'6    ',b'188.5  ',32092000,1032000,13622000,17438000,31427000,19075000,2882.0,KG,12,1,3,new york,3615360,IROQUOIS CENTRAL SCH DIST,True
3875.0,b'10   ',b'234.8  ',54717000,1310000,26419000,26988000,55104000,27234000,3403.0,KG,12,1,3,new york,3615390,WEST IRONDEQUOIT CENTRAL SCH DIST,True
127.0,b'1    ',b'21     ',4225000,295000,441000,3489000,4048000,2454000,53.0,07,12,1,3,new york,3615420,HOPEVALE UNION FREE SCHOOL DISTRICT,True
1998.0,b'4    ',b'154.6  ',41109000,515000,8129000,32465000,39203000,21903000,1639.0,KG,12,1,3,new york,3615450,IRVINGTON UF SCH DIST,True
774.0,b'2    ',b'71.7   ',25447000,511000,3129000,21807000,24110000,12370000,571.0,KG,08,1,3,new york,3615480,ISLAND PARK UNION FREE SCHOOL DIST,True
2847.0,b'4    ',b'209.9  ',43858000,991000,15093000,27774000,46691000,27084000,2447.0,KG,12,1,3,new york,3615510,ISLAND TREES UF SCH DIST,True
3647.0,b'5    ',b'230    ',53214000,1338000,22311000,29565000,52805000,31903000,3132.0,KG,12,1,3,new york,3615540,ISLIP UF SCH DIST,True
5578.0,b'13   ',b'-1     ',85591000,4840000,26685000,54066000,84128000,51703000,4018.0,PK,12,1,3,new york,3615570,ITHACA CITY SCHOOL DISTRICT,True
5265.0,b'10   ',b'431.7  ',65343000,6049000,46581000,12713000,67094000,39607000,4283.0,PK,12,2,3,new york,3615630,JAMESTOWN CITY SCH DIST,True
269.0,b'1    ',b'28.8   ',4610000,299000,2678000,1633000,4576000,2745000,260.0,KG,12,1,3,new york,3615720,JEFFERSON CENTRAL SCH,True
3946.0,b'6    ',b'238    ',60027000,1506000,28266000,30255000,67546000,38873000,3224.0,KG,12,1,3,new york,3615780,BROOKHAVEN-COMSEWOGUE UNION FREE SCH,True
3219.0,b'5    ',b'315.4  ',78670000,820000,7049000,70801000,76116000,48253000,2546.0,KG,12,1,3,new york,3615810,JERICHO UF SCH DIST,True
433.0,b'1    ',b'37.2   ',7393000,455000,2925000,4013000,7621000,4161000,429.0,KG,12,1,3,new york,3615870,JOHNSBURG CENTRAL SCHOOL DISTRICT,True
2609.0,b'5    ',b'-1     ',41518000,2979000,22855000,15684000,39564000,22778000,2021.0,KG,12,1,3,new york,3615900,JOHNSON CITY CTL SCHOOL DIST,True
2017.0,b'8    ',b'-1     ',24560000,1773000,16291000,6496000,22731000,13434000,1949.0,PK,12,2,3,new york,3615980,JOHNSTOWN CITY SCH DIST,True
1674.0,b'4    ',b'134.5  ',22442000,852000,13961000,7629000,21179000,12100000,1630.0,KG,12,1,3,new york,3615990,JORDAN ELBRIDGE CTL SCH DIST,True
4109.0,b'6    ',b'307.8  ',88864000,1023000,15361000,72480000,99810000,50663000,3867.0,KG,12,1,3,new york,3616080,KATONAH LEWISBORO UF SCH DIST,True
177.0,b'1    ',b'28.9   ',4458000,127000,590000,3741000,3943000,2335000,169.0,KG,12,0,3,new york,3616140,KEENE CENTRAL SCH DIST,True
1367.0,b'4    ',b'118    ',21330000,1885000,12372000,7073000,20881000,12165000,1336.0,KG,12,2,3,new york,3616170,AUSABLE VALLEY CENTRAL SCHOOL DIST,True
999.0,b'2    ',b'77.8   ',14265000,591000,8965000,4709000,13488000,8157000,937.0,KG,12,1,3,new york,3616200,KENDALL CTL SCH DIST,True
8764.0,b'14   ',b'612.6  ',122608000,3991000,56894000,61723000,124256000,73146000,8138.0,PK,12,1,3,new york,3616230,KENMORE-TONAWANDA UF SCHOOL DIST,True
4126.0,b'5    ',b'277.8  ',57631000,1335000,17075000,39221000,58445000,35878000,3919.0,KG,12,1,3,new york,3616260,KINGS PARK CENTRAL SCHOOL DIST,True
8035.0,b'14   ',b'572.1  ',123170000,7965000,48152000,67053000,118862000,64438000,5882.0,PK,12,1,3,new york,3616290,KINGSTON CITY SCHOOL DISTRICT,True
571.0,b'1    ',b'41     ',7278000,488000,4325000,2465000,6998000,4061000,558.0,KG,12,2,3,new york,3616380,LAFARGEVILLE CENTRAL SCH,True
969.0,b'3    ',b'104    ',20341000,1820000,13771000,4750000,21892000,11048000,679.0,KG,12,1,3,new york,3616410,LAFAYETTE CENTRAL SCH,True
1963.0,b'4    ',b'-1     ',37321000,4323000,24156000,8842000,38941000,19018000,1375.0,PK,12,1,3,new york,3616440,LACKAWANNA CITY SCH DIST,True
1117.0,b'2    ',b'89.1   ',16593000,602000,2184000,13807000,15560000,8849000,1076.0,KG,12,1,3,new york,3616470,LAKE GEORGE CENTRAL SCHOOL DISTRICT,True
848.0,b'2    ',b'77.5   ',13844000,600000,2925000,10319000,13282000,7695000,826.0,KG,12,0,3,new york,3616500,LAKE PLACID CENTRAL SCH DIST,True
95.0,b'1    ',b'17.1   ',3211000,108000,446000,2657000,3251000,1733000,93.0,PK,09,0,3,new york,3616530,LAKE PLEASANT CENTRAL SCH DIST,True
3220.0,b'7    ',b'243.6  ',46587000,2052000,30382000,14153000,45565000,27808000,2866.0,PK,12,1,3,new york,3616560,EVANS BRANT CENTRAL SCH DIST,True
6159.0,b'9    ',b'458.8  ',111722000,2437000,50525000,58760000,128502000,69004000,4979.0,KG,12,1,3,new york,3616620,LAKELAND CENTRAL SCH DIST,True
-3.0,b'3    ',b'16.1   ',6538000,233000,41000,6264000,6769000,3681000,-3.0,07,12,1,3,new york,3616650,EDWIN GOULD ACADEMY-RAMAPO UFSD,False
6246.0,b'8    ',b'425.1  ',65972000,2602000,28865000,34505000,72213000,37408000,6037.0,KG,12,1,3,new york,3616680,LANCASTER CENTRAL SCH,True
1318.0,b'5    ',b'-1     ',19825000,624000,7211000,11990000,19282000,11139000,1223.0,KG,12,1,3,new york,3616710,LANSING CENTRAL SCHOOL DISTRICT,True
2447.0,b'4    ',b'162.4  ',30765000,2240000,18718000,9807000,30470000,16261000,1922.0,KG,12,1,3,new york,3616740,LANSINGBURGH CENTRAL SCH DIST AT TRO,True
436.0,b'1    ',b'40     ',6383000,371000,4423000,1589000,5816000,3526000,423.0,KG,12,2,3,new york,3616800,LAURENS CENTRAL SCHOOL DIST,True
3551.0,b'6    ',b'319.4  ',93328000,2553000,13769000,77006000,88610000,52372000,1729.0,PK,12,1,3,new york,3616830,LAWRENCE UNION FREE SCHOOL DIST,True
1397.0,b'2    ',b'115.3  ',19011000,877000,11748000,6386000,19149000,11434000,1315.0,KG,12,2,3,new york,3616950,LE ROY CENTRAL SCH DIST,True
618.0,b'1    ',b'67.8   ',10991000,520000,3782000,6689000,10257000,5676000,603.0,PK,12,1,3,new york,3616960,NORTH WARREN CENTRAL SCHOOL DISTRICT,True
1630.0,b'4    ',b'141.7  ',24959000,2486000,14864000,7609000,23621000,13900000,1482.0,KG,12,1,3,new york,3616980,NORTH ROSE-WOLCOTT CENTRAL SCHOOL DI,True
1205.0,b'3    ',b'105.7  ',15509000,962000,11305000,3242000,15969000,8743000,1189.0,PK,12,0,3,new york,3617130,LETCHWORTH CENTRAL SCH,True
7985.0,b'10   ',b'608.9  ',142330000,2679000,51306000,88345000,139760000,86422000,7019.0,KG,12,1,3,new york,3617160,LEVITTOWN UNION FREE SCHOOL DIST,True
2429.0,b'4    ',b'181.1  ',35692000,960000,16792000,17940000,34834000,20095000,2342.0,PK,12,1,3,new york,3617190,LEWISTON PORTER CTL SCH,True
1845.0,b'3    ',b'144.9  ',32021000,1803000,15364000,14854000,30908000,18460000,1251.0,PK,12,0,3,new york,3617220,LIBERTY CENTRAL SCHOOL DISTRICT,True
7477.0,b'9    ',b'536.6  ',108415000,3080000,51514000,53821000,108220000,61987000,6439.0,KG,12,1,3,new york,3617380,LINDENHURST UNION FREE SCH DIST,True
93.0,b'1    ',b'19     ',3769000,237000,34000,3498000,4684000,2308000,20.0,03,10,1,3,new york,3617400,LITTLE FLOWER UNION FREE SCHOOL DIST,True
535.0,b'1    ',b'44     ',9907000,571000,7560000,1776000,8418000,4523000,534.0,KG,12,2,3,new york,3617430,LISBON CENTRAL SCH DIST 2,True
1242.0,b'3    ',b'99.1   ',18600000,1964000,11826000,4810000,15970000,8684000,1208.0,PK,12,1,3,new york,3617460,LITTLE FALLS CITY SCH DIST,True
8475.0,b'14   ',b'592.3  ',115274000,4129000,59836000,51309000,112806000,70203000,7365.0,PK,12,1,3,new york,3617520,LIVERPOOL CENTRAL SCH,True
647.0,b'2    ',b'53.1   ',12100000,709000,5454000,5937000,10187000,5758000,510.0,PK,12,0,3,new york,3617580,LIVINGSTON MANOR CENTRAL SCHOOL DIST,True
2095.0,b'4    ',b'163.5  ',26659000,953000,15811000,9895000,25025000,14547000,2043.0,KG,12,1,3,new york,3617640,LIVONIA CENTRAL SCH DIST,True
5543.0,b'10   ',b'412.1  ',69901000,4267000,40029000,25605000,68844000,41130000,4672.0,PK,12,1,3,new york,3617670,LOCKPORT CITY SCH DIST,True
2284.0,b'4    ',b'191.4  ',54712000,847000,5497000,48368000,55258000,31651000,2009.0,KG,12,1,3,new york,3617700,LOCUST VALLEY CTL SCHOOL DIST,True
4399.0,b'7    ',b'330    ',95380000,4637000,24009000,66734000,93347000,57877000,2794.0,PK,12,1,3,new york,3617730,LONG BEACH CITY SCH DIST,True
55.0,b'1    ',b'21.5   ',3307000,82000,293000,2932000,3439000,1881000,54.0,PK,12,0,3,new york,3617760,LONG LAKE CENTRAL SCH DIST,True
1376.0,b'3    ',b'104.4  ',17392000,1139000,12573000,3680000,15763000,9708000,1312.0,KG,12,0,3,new york,3617820,LOWVILLE CENTRAL SCHOOL DIST,True
365.0,b'1    ',b'31     ',5456000,323000,2839000,2294000,5083000,3086000,357.0,KG,12,2,3,new york,3617880,LYME CENTRAL SCHOOL DISTRICT,True
3140.0,b'7    ',b'239.6  ',54588000,903000,10636000,43049000,52883000,32995000,2716.0,KG,12,1,3,new york,3617910,LYNBROOK UNION FREE SCHOOL DIST,True
323.0,b'1    ',b'29.4   ',6181000,294000,2877000,3010000,5777000,3037000,307.0,KG,08,1,3,new york,3617940,LYNCOURT UNION FREE SCH DIST AT SALI,True
792.0,b'3    ',b'47     ',11209000,562000,7069000,3578000,9771000,5787000,759.0,KG,12,1,3,new york,3617970,LYNDONVILLE CENTRAL SCH,True
1073.0,b'3    ',b'77.6   ',16333000,2702000,9782000,3849000,17844000,8990000,835.0,PK,12,1,3,new york,3618030,LYONS CENTRAL SCHOOL DISTRICT,True
496.0,b'1    ',b'41.5   ',7742000,541000,5266000,1935000,7375000,3997000,487.0,PK,12,1,3,new york,3618080,MADISON CENTRAL SCH DIST,True
821.0,b'2    ',b'50.2   ',10464000,589000,7403000,2472000,11963000,5894000,801.0,PK,12,2,3,new york,3618090,MADRID-WADDINGTON CENTRAL SCH DIST,True
5367.0,b'6    ',b'377    ',89634000,1338000,31693000,56603000,84862000,52191000,4955.0,KG,12,1,3,new york,3618120,MAHOPAC CENTRAL SCH DIST,True
2636.0,b'4    ',b'206.9  ',34678000,1053000,19795000,13830000,33182000,18509000,2533.0,KG,12,1,3,new york,3618150,MAINE ENDWELL CENTRAL SCH DIST,True
2418.0,b'8    ',b'-1     ',36071000,2627000,25297000,8147000,33577000,19715000,2364.0,PK,12,2,3,new york,3618180,MALONE CENTRAL SCH DIST,True
1663.0,b'4    ',b'150.5  ',36503000,1396000,11465000,23642000,35986000,22189000,376.0,KG,12,1,3,new york,3618210,MALVERNE UNION FREE SCHOOL DIST,True
4810.0,b'6    ',b'363.2  ',94598000,1548000,15166000,77884000,101323000,53738000,3785.0,PK,12,1,3,new york,3618240,MAMARONECK UF SCH DIST,True
2819.0,b'4    ',b'208.1  ',67315000,891000,6157000,60267000,72573000,38376000,2264.0,KG,12,1,3,new york,3618270,MANHASSET UNION FREE SCHOOL DIST,True
4728.0,b'6    ',b'301.7  ',61204000,1363000,19629000,40212000,57416000,33082000,4336.0,KG,12,1,3,new york,3618330,FAYETTEVILLE-MANLIUS CENTRAL SCH DIS,True
177.0,b'1    ',b'13.6   ',1981000,71000,631000,1279000,2155000,1282000,167.0,KG,08,1,3,new york,3618420,MAPLEWOOD-COLONIE COMMON SCH DIST,False
970.0,b'2    ',b'78.7   ',12409000,997000,8710000,2702000,11736000,6813000,943.0,KG,12,2,3,new york,3618450,MARATHON CENTRAL SCHOOL DISTRICT,True
2175.0,b'3    ',b'131.8  ',21622000,676000,10957000,9989000,23069000,13763000,2130.0,KG,12,1,3,new york,3618480,MARCELLUS CENTRAL SCH,True
544.0,b'1    ',b'43.2   ',9092000,746000,3161000,5185000,8128000,4267000,469.0,KG,12,0,3,new york,3618510,MARGARETVILLE CENTRAL SCH DIST,True
1089.0,b'2    ',b'90.3   ',15543000,574000,10283000,4686000,14889000,9068000,1043.0,KG,12,1,3,new york,3618540,MARION CENTRAL SCHOOL DISTRICT,True
2098.0,b'5    ',b'142.3  ',36218000,946000,6879000,28393000,50613000,20968000,1858.0,KG,12,1,3,new york,3618570,MARLBOROUGH CENTRAL SCHOOL DISTRICT,True
2483.0,b'4    ',b'173.5  ',31897000,1260000,15666000,14971000,31196000,19075000,2271.0,KG,12,1,3,new york,3618600,CHEEKTOWAGA-MARYVALE UNION FREE SCH,True
8353.0,b'9    ',b'598.2  ',134480000,2735000,32900000,98845000,138164000,76650000,8123.0,KG,12,1,3,new york,3618630,MASSAPEQUA UF SCH DIST 23,True
2847.0,b'5    ',b'197.3  ',38318000,2478000,22800000,13040000,32390000,18133000,2447.0,KG,12,2,3,new york,3618660,MASSENA CENTRAL SCHOOL DIST,True
10187.0,b'8    ',b'-1     ',164043000,8110000,105876000,50057000,161568000,88695000,7482.0,KG,12,1,3,new york,3618690,WILLIAM FLOYD UNION FREE SCHOOL DIST,True
1183.0,b'2    ',b'82.2   ',13779000,654000,8962000,4163000,13535000,7347000,1148.0,PK,12,2,3,new york,3618750,MAYFIELD CENTRAL SCHOOL DIST,True
604.0,b'2    ',b'54.1   ',8775000,932000,5988000,1855000,8664000,5371000,588.0,KG,12,2,3,new york,3618840,MC GRAW CTL SCH DIST,True
1333.0,b'3    ',b'106.1  ',17535000,679000,9939000,6917000,16986000,10097000,1285.0,KG,12,1,3,new york,3618900,MECHANICVILLE CITY SCH,True
1925.0,b'4    ',b'154.6  ',26954000,1847000,18522000,6585000,26322000,14987000,1692.0,KG,12,1,3,new york,3618960,MEDINA CENTRAL SCH DIST,True
240.0,b'1    ',b'24.6   ',5888000,148000,774000,4966000,5780000,2347000,126.0,KG,08,1,3,new york,3618990,MENANDS UNION FREE SCH DIST,True
5871.0,b'5    ',b'381.5  ',92083000,1343000,25395000,65345000,96994000,57304000,5407.0,07,12,1,3,new york,3619020,BELLMORE-MERRICK CTL HIGH SCHOOL DIS,True
1940.0,b'3    ',b'147.1  ',30227000,749000,7448000,22030000,33737000,18050000,1814.0,KG,06,1,3,new york,3619110,MERRICK UF SCH DIST,True
2599.0,b'5    ',b'178.2  ',34284000,1789000,21584000,10911000,33479000,21271000,2529.0,KG,12,1,3,new york,3619170,MEXICO CENTRAL SCH DIST,True
11520.0,b'14   ',b'699.7  ',157440000,3948000,84525000,68967000,149699000,87634000,9747.0,PK,12,1,3,new york,3619200,MIDDLE COUNTRY CENTRAL SCH DIST,True
9745.0,b'7    ',b'665.5  ',169824000,6646000,88061000,75117000,161325000,97593000,6162.0,KG,12,1,3,new york,3619230,LONGWOOD CENTRAL SCHOOL DISTRICT,True
1009.0,b'4    ',b'-1     ',17139000,1131000,9747000,6261000,16913000,9554000,990.0,PK,12,1,3,new york,3619260,MIDDLEBURG CENTRAL SCH,True
6731.0,b'10   ',b'-1     ',101102000,7095000,50502000,43505000,102515000,57760000,2258.0,PK,12,1,3,new york,3619320,MIDDLETOWN CITY SCH DIST,True
483.0,b'1    ',b'45.4   ',7827000,474000,4674000,2679000,7625000,4306000,464.0,KG,12,2,3,new york,3619350,MILFORD CENTRAL SCH DIST,True
1171.0,b'3    ',b'86.4   ',18864000,490000,4817000,13557000,20195000,9240000,1076.0,KG,12,1,3,new york,3619380,MILLBROOK CENTRAL SCH DIST,True
3104.0,b'4    ',b'184.8  ',49029000,943000,19820000,28266000,46038000,25917000,2933.0,KG,12,1,3,new york,3619410,MILLER PLACE UF SCHOOL DIST,True
2865.0,b'7    ',b'-1     ',68187000,1686000,9690000,56811000,72099000,45303000,2081.0,PK,12,1,3,new york,3619500,MINEOLA UNION FREE SCHOOL DIST,True
125.0,b'1    ',b'25.3   ',4543000,124000,1096000,3323000,4105000,2336000,125.0,KG,12,0,3,new york,3619530,MINERVA CENTRAL SCH DIST,True
4599.0,b'5    ',b'296.4  ',59489000,1715000,31287000,26487000,62034000,34361000,3980.0,KG,12,1,3,new york,3619560,MINISINK VALLEY CTL SCH,True
968.0,b'2    ',b'80.3   ',11813000,633000,8727000,2453000,11420000,6643000,941.0,KG,12,1,3,new york,3619590,MOHAWK CENTRAL SCH,True
7340.0,b'7    ',b'486.1  ',117097000,2347000,41616000,73134000,114565000,68642000,5785.0,KG,12,1,3,new york,3619650,MONROE-WOODBURY CTL SCH DIST,True
5215.0,b'7    ',b'362    ',66970000,2283000,31549000,33138000,62203000,37208000,4127.0,KG,12,1,3,new york,3619680,VALLEY CENTRAL SCH DIST AT MONTGOMER,True
366.0,b'1    ',b'32     ',10953000,188000,720000,10045000,11374000,4521000,257.0,KG,08,1,3,new york,3619710,MONTAUK UNION FREE SCH DIST 6,True
3539.0,b'6    ',b'275.5  ',59664000,4632000,22941000,32091000,61944000,35044000,1979.0,KG,12,0,3,new york,3619740,MONTICELLO CTL SCH,True
1116.0,b'2    ',b'91.9   ',15900000,1396000,10030000,4474000,14934000,9188000,1090.0,KG,12,2,3,new york,3619800,MORAVIA CENTRAL SCH,True
791.0,b'3    ',b'-1     ',11599000,1211000,8435000,1953000,11184000,5900000,767.0,PK,12,0,3,new york,3619830,MORIAH CENTRAL SCH DIST,True
469.0,b'1    ',b'42.8   ',7342000,457000,5055000,1830000,6800000,3481000,452.0,PK,12,2,3,new york,3619860,MORRIS CENTRAL SCH DIST,True
402.0,b'1    ',b'33.8   ',7590000,393000,5086000,2111000,6907000,3808000,385.0,KG,12,2,3,new york,3619890,MORRISTOWN CENTRAL SCH,True
869.0,b'2    ',b'66     ',13003000,805000,9351000,2847000,12490000,6459000,852.0,PK,12,1,3,new york,3619920,MORRISVILLE EATON CENTRAL SCHOOL DIS,True
4328.0,b'9    ',b'-1     ',92620000,1771000,12582000,78267000,100502000,53188000,3172.0,PK,12,1,3,new york,3619950,BEDFORD CENTRAL SCHOOL DISTRICT,True
615.0,b'3    ',b'-1     ',11480000,829000,8016000,2635000,9772000,4978000,501.0,KG,12,1,3,new york,3620010,MOUNT MORRIS CENTRAL SCH,True
2437.0,b'3    ',b'173    ',40383000,781000,17670000,21932000,41030000,21281000,2320.0,KG,12,1,3,new york,3620040,MOUNT SINAI UNION FREE SCHOOL DIST,True
10249.0,b'16   ',b'689.7  ',163145000,10204000,84872000,68069000,181256000,96415000,726.0,PK,12,1,3,new york,3620100,MT VERNON CITY SCH DIST,True
1871.0,b'4    ',b'145.5  ',39036000,537000,8930000,29569000,53932000,21985000,1720.0,KG,12,1,3,new york,3620160,MT PLEASANT CENTRAL SCH DIST,True
100.0,b'1    ',b'14.5   ',4601000,149000,20000,4432000,5564000,2765000,23.0,UG,UG,1,3,new york,3620170,MOUNT PLEASANT-BLYTHEDALE UNION FREE,True
2243.0,b'4    ',b'175.2  ',45888000,1028000,6278000,38582000,58116000,26540000,1725.0,KG,12,1,3,new york,3620190,NANUET UF SCH DIST,True
916.0,b'2    ',b'86.6   ',13413000,654000,5662000,7097000,12838000,7436000,874.0,KG,12,1,3,new york,3620220,NAPLES CENTRAL SCHOOL DISTRICT,True
9433.0,b'14   ',b'654.2  ',131599000,2671000,34971000,93957000,144802000,93095000,7415.0,KG,12,1,3,new york,3620340,CLARKSTOWN CENTRAL SCHOOL DIST,True
2667.0,b'5    ',b'188.4  ',36971000,894000,14248000,21829000,39162000,21433000,2443.0,KG,12,1,3,new york,3620370,NEW HARTFORD CTL SCH DIST,True
1798.0,b'4    ',b'94.6   ',23964000,445000,5632000,17887000,25041000,14168000,968.0,PK,06,1,3,new york,3620400,NEW HYDE PRK-GARDEN CTY PRK UN FR SC,True
598.0,b'2    ',b'49.6   ',11466000,504000,3858000,7104000,10496000,5853000,566.0,KG,12,2,3,new york,3620430,NEW LEBANON CTL SCH DIST,True
2355.0,b'4    ',b'165.6  ',38773000,1174000,14543000,23056000,40406000,21548000,1906.0,PK,12,1,3,new york,3620460,NEW PALTZ CENTRAL SCHOOL DISTRICT,True
10584.0,b'10   ',b'711    ',185557000,7769000,54294000,123494000,191886000,105015000,4231.0,PK,12,1,3,new york,3620490,NEW ROCHELLE CITY SCH,True
5.0,b'1    ',b'2      ',554000,0,35000,519000,533000,167000,5.0,PK,06,1,3,new york,3620520,NEW SUFFOLK COMMON SCH DIST,True
986909.0,b'1205 ',b'-1     ',16003018000,1761584000,7001697000,7239737000,16566015000,8022275000,144375.0,PK,12,1,3,new york,3620580,NEW YORK CITY SCHOOL DISTRICT,True
603.0,b'2    ',b'45.9   ',9506000,683000,4075000,4748000,9708000,5494000,565.0,KG,12,1,3,new york,3620610,NEW YORK MILLS UNION FREE SCH DIST,True
2630.0,b'5    ',b'198.5  ',38474000,2103000,24954000,11417000,33556000,19822000,2172.0,PK,12,1,3,new york,3620640,NEWARK CENTRAL SCHOOL DISTRICT,True
1391.0,b'3    ',b'100.7  ',19213000,1380000,13026000,4807000,30742000,10295000,1375.0,KG,12,1,3,new york,3620670,NEWARK VALLEY CENTRAL SCHOOL DISTRIC,True
12791.0,b'15   ',b'885.3  ',178768000,11966000,100222000,66580000,180102000,104881000,4290.0,PK,12,1,3,new york,3620700,NEWBURGH CITY SCH DIST,True
69.0,b'1    ',b'15.1   ',2769000,47000,384000,2338000,3696000,1612000,69.0,PK,12,0,3,new york,3620730,NEWCOMB CENTRAL SCH DIST,True
2120.0,b'5    ',b'139.2  ',28118000,1331000,18489000,8298000,25773000,15027000,2051.0,PK,12,1,3,new york,3620760,NEWFANE CENTRAL SCH DIST,True
1021.0,b'3    ',b'70.7   ',12639000,610000,8525000,3504000,12074000,7317000,936.0,PK,12,1,3,new york,3620790,NEWFIELD CENTRAL SCHOOL DISTRICT,True
8488.0,b'13   ',b'526.2  ',130934000,18594000,86138000,26202000,133541000,66976000,4793.0,PK,12,1,3,new york,3620820,NIAGARA FALLS CITY SCH,True
