LEAID,NAME,cluster,label
1918540,MAQUOKETA VALLEY COMM SCH DIST,4,False
0628140,OCEAN VIEW ELEM SCH DIST,4,False
5100085,,4,False
4842720,THREE WAY IND SCH DISTRICT 901,2,False
5307980,SKYKOMISH SCH DIST 404,0,False
2313800,WINDHAM SCHOOL DEPARTMENT,4,True
4607800,BOWDLE SCH DIST 22-1,4,False
3018960,MORIN ELEM DIST 17,4,False
1734320,ROCHESTER COMMUNITY UNIT  SCHOOL DIS,4,False
2502580,BERLIN-BOYLSTON REG H SCH DIST,2,False
1700190,JACKSON/PERRY ROE,0,False
3600091,,4,False
0618730,JAMUL-DULZURA UNION SCHOOL DIST,4,False
1715180,FISHER COMMUNITY UNIT SCHOOL DISTRIC,2,False
2510740,SHIRLEY TOWN SCHOOL,4,False
3905081,ASHTABULA CO JT VOC SCH DIST,4,False
3400052,CLASSICAL ACADEMY CHARTER,2,False
1100001,ARTS & TECHNOLOGY PUBLIC CHARTER SCH,2,False
2614070,FARMINGTON SCH DIST,4,False
3408880,LOGAN TWP SCH DIST,2,False
0621150,LATON JT UNIF SCHOOL DISTRICT,0,False
5500047,,4,False
3405880,GLASSBORO BORO SCH DIST,4,False
1731770,PLANO COMMUNITY UNIT SCHOOL DISTRICT,2,False
3400690,ALEXANDRIA TWP SCH DIST,2,False
0626340,MT BALDY ELEM SCH DIST,0,False
3172000,HOMER SCH DISTRICT 31,2,False
3900090,WESTERN BUCKEYE EDUCATIONAL SERVICE,4,False
4017580,LEXINGTON SCH DIST 57,0,False
4013650,HAMMON SCH DIST 66,4,False
1910260,,4,True
3817520,ST. THOMAS SPECIAL SCH DIST #43,2,False
1800330,BARR-REEVE COMMUNITY SCHOOL INC.,4,False
0100010,,4,True
0616230,GROSSMONT UNION HIGH SCHOOL DIST,4,False
2201470,ST HELENA PARISH SCH DIST,0,False
4829280,MASON IND SCH DIST 901,4,False
1700215,SCHOOL ASSOCIATION SPECIAL ED DUPAGE,2,False
3629070,TUCKAHOE COMMON SCH DIST,2,False
5103270,RICHMOND CO SCHS,4,False
4005490,BROKEN ARROW SCH DIST 3,4,False
3411760,NORTHERN VALLEY REG HIGH SCHOOL DIST,2,False
1908610,DAVIS CO COMM SCH DIST,4,False
2621690,LINDEN COMM SCH DIST 34,0,False
3172210,HYANNIS RURAL HIGH SCH DIST 11,2,False
2510590,SEEKONK TOWN SCH,2,False
0628470,ONTARIO MONTCLAIR ELEM SCH DIST,0,False
4200014,PHILADELPHIA HARAMBEE INST CS,2,False
2400600,ST MARYS CO SCHS,4,False
2512180,WATERTOWN CITY SCHOOLS,2,False
2310050,RANGELEY PLT SCHS,2,False
5303150,GRANDVIEW SCH DIST 116-200,0,False
3630930,BRIDGEWATER-WEST WINFIELD CENTRAL SC,0,False
3600026,,4,False
1726190,MILLSTADT COMMUNITY CONSOLIDATED SCH,2,False
0401650,CANON ELEM SCHOOL DIST 50,4,False
5100073,,4,False
3700104,PIEDMONT COMMUNITY CHARTER,0,False
3501290,HONDO VALLEY SCH DIST,0,False
0691012,KERN CO SPL SCHS OPER BY CO SUPT,4,False
3817760,STERLING SCH DIST 35,2,False
4841350,STAFFORD MUNC SCH DISTRICT 910,2,False
2510980,SOUTHBOROUGH TOWN SCH,2,False
5507170,JOHNSON CREEK SCH DIST,4,False
3630480,WELLSVILLE CTL SCH DIST,0,False
0505070,DELIGHT SCH DIST 44,0,False
0101440,FAIRFIELD CITY SCH DIST,4,False
2512960,,4,True
2700221,RIVERWAY LEARNING COMMUNITY CHTR,0,False
4213380,LAUREL SCH DIST,4,False
1713920,TRI VALLEY COMMUNITY UNIT  SCHOOL DI,2,False
4026610,RYAN SCH DIST 1,0,False
3412840,PENNS GROVE CARNEYS POINT REG SCH DI,4,False
4015930,JUSTUS-TIAWAH SCHOOL DIST,4,False
3174580,NORTHWEST HALL CO HIGH SCHOOL DIST 8,4,False
5100032,,4,False
4110680,ROGUE RIVER SCH DIST 35,4,False
4013600,GYPSY SCHOOL DIST 12,4,False
3172600,LAKE ALICE SCH DIST 65,4,True
0400188,"ADVANCED EDUCATION SERVICES, INC.",0,False
0901350,EAST WINDSOR PUBLIC SCHOOLS,2,False
4501080,BARNWELL SCH DIST 45,0,False
3620580,NEW YORK CITY SCHOOL DISTRICT,4,False
2100570,BOWLING GRN IND SCH DIST,4,False
2907460,CARTHAGE SCH DIST R9,4,False
5502040,CADOTT COMM SCH DIST,0,False
1804260,HAMILTON HEIGHTS SCHOOL CORP.,4,False
0691041,STANISLAUS CO SPL SCHS OPER BY CO SU,4,False
3417640,WEST PATERSON BORO SCH DIST,2,False
0612090,EL MONTE ELEM SCH DIST,0,False
2622050,LOWELL AREA SCH DIST 1,0,False
1602310,MURTAUGH JT SCH DIST 418,0,False
3502370,SANTA FE CITY SCH DIST,0,False
3009560,EAST HELENA ELEM DIST 9,4,False
2103780,MARION CO SCH DIST,0,False
2711820,FARMINGTON SCH DIST 192,0,False
2912600,GAINESVILLE SCH DIST R 5,4,False
5100097,,4,False
4000022,GARFIELD COUNTY INTERLOCAL,3,True
3606470,CANTON CENTRAL SCH DIST,0,False
0642150,WESTMINSTER ELEM SCH DIST,4,False
4226830,YORK COUNTY HIGH SCHOOL,2,False
2705790,BLOOMINGTON SCH DIST 271,4,False
2700025,INTERMEDIATE DISTRICT 287,2,False
5005970,NEWFANE TOWN SCH DIST,0,False
4821270,GORMAN IND SCH DIST 904,0,False
0625130,MODESTO CITY SCHOOL DISTRICT,0,False
4822170,HALLSVILLE IND SCH DISTRICT 904,2,False
4829910,MC LEOD IND SCH DIST 906,0,False
1718360,HARRISON SCHOOL DISTRICT 36,2,False
3904509,WILLARD CITY SCH DIST,4,False
2311640,SCHOOL ADMIN DIST 43,4,True
4808550,ARANSAS CO IND SCH DIST 901,2,False
2510020,,4,True
0405930,PARADISE VALLEY SCH DIST 69 AND 217,2,False
2312320,REGION 11 VOCATIONAL SCHOOL,2,False
2506240,HOLLISTON PUBLIC SCHOOLS,4,False
0900570,BROOKLYN TOWN SCHS,4,False
3416470,BARNEGAT TWP SCH DIST,4,False
2303990,CARROLL PLANTATION SCHS,2,False
2803930,SENATOBIA MUNICIPAL SCHOOL DIST,0,False
4834320,PASADENA IND SCH DIST 917,4,False
2507860,MILFORD TOWN SCHS,2,False
2600249,CMU - GEORGE WASHINGTON CARVER ACADE,0,False
2101710,EMINENCE IND SCH DIST,0,False
2740680,TRUMAN SCH DIST 458,0,False
2916770,KIRKWOOD SCH DIST R 7,2,False
2802760,LUMBERTON LINE CONS SCH DIST,0,False
5001770,ALBURG TOWN SCH DIST,0,False
1713260,EAST PRAIRIE SCHOOL DISTRICT 73,2,False
5300090,ALMIRA SCH DIST 17,0,False
0500001,DEWITT SCH DIST 1,4,False
0200300,HOONAH CITY SCHOOL DISTRICT,0,False
2905580,BOONVILLE SCH DIST R-1,2,False
5103750,SURRY COUNTY SCHS,2,False
4703450,POLK CO SCH DIST,4,False
4200019,URBAN LEAGUE OF PITTSBURGH CS,2,False
4400003,,4,False
4840380,SIVELLS BEND IND SCH DIST 909,2,False
1904950,EDDYVILLE-BLAKESBURG SCHOOL DISTRICT,2,False
2505280,GLOUCESTER PUBLIC SCH,2,False
3904423,LOCKLAND CITY SCH DIST,2,False
2919410,MACON CO SCH DIST R I,4,False
3905032,FAIRBANKS LOCAL SCH DIST,2,False
3900507,,4,False
3615090,HUNTINGTON UNION FREE SCH DIST,2,False
2007230,HIGHLAND UNIFIED SCHOOL DIST 425,0,True
2910140,COOTER SCH DIST R 4,4,False
06D0019,EAST VALLEY SCHOOL TRANSPORTATION JP,2,True
0400096,"MOUNTAIN SCHOOL, INC.",0,False
4206365,COLUMBIA-MONTOUR AVTS,2,False
0400005,SALOME SCHOO DISTRICT 30,2,False
1920340,NEW HAMPTON COMM SCH DIST,4,False
5510680,NIAGARA SCH.DIST,4,False
0600052,EUREKA CITY UNIFIED SCHOOL DISTRICT,4,False
4675570,WAKONDA SCH DIST 13-2,2,True
5510830,OAK CREEK-FRANKLIN SCH DIST,4,False
3703450,ONSLOW CO SCH,0,False
3900130,ALLIANCE ACADEMY OF CINCINNATI,0,False
1100034,THURGOOD MARSHALL ACADEMY PCS AGY,4,False
5500023,,4,False
3100156,,4,False
1903060,AGWSR COMM SCH DIST,2,False
5301290,CHIMACUM SCH DIST 49,4,False
3000055,,4,False
4817830,EAST BERNARD IND SCH DIST 902,4,False
5307230,RENTON SCH DIST 403,4,False
2700245,LIGHTHOUSE ACADEMY OF NATIONS,2,False
1703510,ALTAMONT COMMUNITY UNIT  SCHOOL DIST,4,False
4224210,UNIONVILLE CHADDS FORD SCHOOL DIST,2,False
3104680,,4,True
0636840,SIMI VALLEY UNIFIED SCH DIST,4,False
4215290,MIFFLIN CO SCHOOL DIST,4,False
0638880,TEHACHAPI UNIF SCHOOL DIST,0,False
3007330,CONRAD ELEM SCH DIST 10,4,False
2610590,COMSTOCK TWP SCH DIST,4,False
5100047,,4,True
3306450,STRATFORD TOWN SCH DIST,2,False
4280150,CLARION COUNTY CAREER CENTER,2,False
2918420,LEOPOLD SCH DIST R 3,4,False
2305360,EASTPORT CITY SCHS,4,False
0620700,LAKESIDE JT SCHOOL DISTRICT,2,False
4840230,SILSBEE IND SCH DIST 904,4,False
2000006,HIAWATHA SCHOOL DISTRICT 415,0,False
0600068,GOLDEN VALLEY UNIFIED SCHOOL DISTRIC,4,False
4280300,WILKES-BARRE AVTS,2,False
3810600,LAKOTA PUB SCH DIST 66,4,False
4800109,EAST TEXAS CHARTER SCHOOL,0,False
3624120,RAQUETTE LAKE UNION FREE SCHOOL DIST,2,False
4207080,CRAWFORD CENTRAL SCH DIST,4,False
4000076,,4,False
4827780,LIVINGSTON IND SCH DIST 907,4,False
5100028,,4,False
4204320,BROOKVILLE AREA SCH DIST,4,False
2201650,ST TAMMANY PARISH SCHOOL DIST,4,False
2927630,SCHOOL OF THE OSAGE SCHOOL DIST R-2,2,False
4839150,SANFORD IND SCH DIST 903,4,False
5099937,RUTLAND CENTRAL SUPV UNION,2,False
0622710,LOS ANGELES UNIF SCH DIST,0,False
4200042,FAMILY CS,2,False
4011250,FAIRLAND SCH DIST 31,4,False
3100146,,4,False
3300616,MILTON TOWN SCH DIST,4,False
4800218,MCCULLOUGH ACADEMY OF EXC,0,True
5003630,DUXBURY CORNER SCH DIST,0,False
3166120,SHERIDAN CO SCH DIST 131,4,True
0400615,WESTERN MARICOPA EDUCATION CENTER,2,False
3502800,ZUNI SCHOOL DISTRICT,0,False
4825260,KELLER IND SCH DIST 907,2,False
1713560,EFFINGHAM COMMUNITY UNIT SCHOOL DIST,4,False
3818690,UNION SCH DIST 12,2,True
4028590,STERLING SCH DIST 3,0,False
3905068,ELMWOOD LOCAL SCH DIST,4,False
0502330,ALTHEIMER-UNIFIED SCH DIST,4,True
4014160,HEAVENER SCH DIST 3,0,False
3304140,LACONIA CITY SCH DIST,4,False
5101410,FRANKLIN CITY SCHOOLS,4,False
3132550,ARTHUR CO SCH DIST 32,4,True
1201620,PUTNAM CO SCH DIST,4,False
3700098,TORCHLIGHT ACADEMY,4,False
3904909,TEAYS VALLEY LOCAL SCHOOL DIST,4,False
3172780,LEWISTON CONS SCH DIST 69,2,False
1703930,ARBOR PARK SCHOOL DISTRICT 145,4,False
2309870,POLAND TOWN SCHS,4,True
4224960,WARWICK SCHOOL DISTRICT,2,False
4680431,,4,True
2713680,HENDRICKS IND SCHOOL DIST 402,0,False
4835850,PRINCETON IND SCH DISTRICT 911,4,False
5008970,WESTMINSTER TOWN SCHOOL DIST,0,False
4109480,PARKROSE SCH DIST 3,2,False
2800930,CARROLL COUNTY SCHOOL DISTRICT,4,False
2504140,DENNIS YARMOUTH REG SCH,2,False
3408310,LAVALLETTE BORO SCH DIST,2,False
2700006,MAPLE RIVER ISD 2135,0,False
2926490,RIDGEWAY SCH DIST R 5,4,False
4837800,ROOSEVELT IND SCH DIST 908,0,False
0514070,,4,True
1703450,ALLENDALE CC SCHOOL DISTRICT 17,0,False
5005520,MIDDLEBURY UNION HIGH SCH DISTRICT 3,2,False
4800090,ACADEMY OF DALLAS,0,False
2926640,RITENOUR SCH DIST,2,False
4018630,LUTHER SCH DIST 3,4,False
3904868,JEFFERSON TOWNSHIP LOCAL SCH DIST,4,False
0513380,VALLEY VIEW SCH DIST,4,False
2600074,CMU-CONCORD ACADEMY,0,False
1722130,RED HILL COMMUNITY UNIT SCHOOL DISTR,0,False
3151960,BUFFALO CO SCH DIST 65,2,True
4828710,MADISONVILLE IND SCH DIST 901,4,False
3607380,CHESTER UF SCH DIST,2,False
4222560,SPRING FORD AREA SCHOOL DIST,2,False
1722360,LEE COUNTY SPECIAL EDUCATION ASSOC,4,False
2300015,,4,True
2904620,BELTON SCH DIST 124,4,False
1731310,PERANDOE SPECIAL EDUCATION DISTRICT,4,False
0634680,SAN LEANDRO UNI SCH DIST,4,False
3817940,SWEET BRIAR SCH DIST 17,2,False
3905025,WEATHERSFIELD LOCAL SCH DIST,2,False
4014970,HOMINY SCH DIST 38,0,False
4800133,MID-VALLEY ACADEMY,0,False
1300015,CENTRAL SAVANNAH RIVER AREA RESA,0,False
4839270,SANTA FE IND SCH DISTRICT 909,4,False
5516530,WEYERHAUSER AREA SCHOOL DISTRICT,2,False
4819050,FANNINDEL IND SCH DISTRICT 914,0,False
2302340,ALNA TOWN SCHOOLS,2,True
2005310,PIKE VALLEY UNIFIED SCH DIST 426,0,False
3399910,,4,False
4012060,FOX SCH DIST 74,4,False
2314210,SCHOOL ADMIN DIST 61,2,False
4827630,LIPAN IND SCH DIST 902,2,False
4840680,SOUTH SAN ANTONIO IND SCH DISTRICT 9,0,False
5007620,ST GEORGE TOWN SCHOOL DISTRICT,0,False
2700036,WRIGHT TECH CNTR AREA LRNG CNTR,2,False
0407860,SOLOMONVILLE SCH DIST 5,0,False
4289180,APPALACHIA INTERMEDIATE SCHOOL UNIT,4,False
2718030,LE CENTER IND SCHOOL DISTRICT 392,0,False
5400480,HARDY CO SCH DIST,0,False
1700002,CASEY WESTFIELD COMMUNITY UNIT  SCHO,4,False
2101150,CHRISTIAN CO SCH DIST,0,False
4027060,SAYRE SCH DIST 31,4,False
3904821,OTTAWA HILLS LOCAL SCHOOL DIST,2,False
0600051,GRIDLEY UNIFIED SCHOOL DISTRICT,0,False
2680560,IOSCO INTERMEDIATE SCHOOL DIST,4,False
5308850,THORP SCH DIST 400,0,False
1723970,MADISON COMMUNITY UNIT  SCHOOL DISTR,0,False
3600071,,4,False
4289393,LYCOMING COUNTY CAREER CONSORTIUM,2,False
4104700,ESTACADA SCH DIST 108,4,False
4214880,MC GUFFEY SCH DIST,4,False
1736210,SHILOH VILLAGE SCHOOL DISTRICT 85,0,False
2711670,MINNETONKA SCH DIST 276,4,False
1811430,TRI-CNTY CONS SCHOOL CORP,2,False
5309360,WAHLUKE SCH DIST 73,0,False
2305300,REGION 10 VOCATIONAL SCHOOL,2,False
3027630,WEST YELLOWSTONE K-12 SCH DIST,4,False
3600033,,4,False
0807200,CONSOLIDATED C-1,2,False
2929100,ST CLAIR SCH DIST R 13,4,False
3100154,,4,False
2907050,CAMPBELL SCH DIST R 2,2,False
4033600,ZION SCH DIST 28,0,False
0609270,COLD SPRING ELEM SCH DIST,2,False
3900297,,4,False
2314762,SCHOOL ADMIN DIST 70,4,False
4841580,PLEMONS-STINNETT-PHILLIPS ISD,2,False
3116650,SCOTTS BLUFF CO SD 013,2,True
3610680,ELWOOD UF SCH DIST,2,False
2730150,RANDOLPH SCH DIST 195,0,False
2508640,NORFOLK TOWN SCHS,2,False
2302820,BANGOR CITY SCHS,4,False
3411040,MOUNTAINSIDE BORO SCHOOL DIST,2,False
4200020,GECAC COMMUNITY CS,2,False
3025530,SWANN VALLEY ELEM DIST 33,2,False
1813110,WESTVIEW SCHOOL CORP,2,False
4825020,JUNCTION IND SCH DIST 901,4,False
3905130,MID-EAST OHIO VOCATIONAL SCH DT,4,False
2600203,GVSU - WINDERMERE PARK CHARTER SCHOO,0,False
5101980,HOPEWELL CITY SCHOOLS,4,False
0612150,EL NIDO SCH DIST,0,False
3400048,ACADEMY CHARTER H.S.,4,False
0400416,STARSHINE ACADEMY,0,False
2105730,WARREN CO SCH DIST,4,False
2619100,IMLAY CITY COMM SCH DIST,0,False
0400354,SUN VALLEY PUBLIC CHARTER HIGH SCHOO,0,False
3304760,MERRIMACK VALLEY SCHOOL DISTRICT,4,False
4008040,CLEVELAND SCH DIST 6,0,False
5503180,DEFOREST AREA SCHOOL DIST,4,False
5516260,WEST ALLIS SCHOOL DIST,4,False
3480180,MIDDLESEX CO ED SERV COMM,2,False
0400157,"SEQUOIA CHOICE SCHOOLS, LLLP",0,False
3171310,HAIG SCHOOL DIST 20,0,True
0900028,NEW BEGINNINGS INC.,0,False
2600299,LIFE SKILLS CENTER OF METROPOLITAN D,0,False
0903780,REGIONAL SCHOOL DIST 9,2,False
2922620,NORBORNE SCH DIST R 8,4,False
3400023,NEW HORIZONS COMMUNITY CH,0,False
2918690,LINDBERGH SCH DIST R-8,2,False
1700295,TRI-COUNTY REGIONAL VOCATIONAL DELIV,4,False
3900516,,4,True
2636270,WHITEFORD AGR SCH DIST,0,False
4200073,RAISING HORIZONS QUEST CS,2,False
4224000,TWIN VALLEY SCH DIST,2,False
3600014,WATERLOO CENTRAL SCHOOL DISTRICT,4,False
2916200,JEFFERSON SCH DIST C 123,4,False
3172840,LINCOLN PUB SCH DIST 1,2,False
3628710,TIOGA CENTRAL SCHOOL DISTRICT,0,False
4021630,NOBLE SCH DIST 40,0,False
0508240,JASPER SCH DIST,0,False
2511310,STURBRIDGE TOWN SCHS,2,False
1719530,HOMEWOOD SCHOOL DISTRICT 153,4,False
4200091,21ST CENTURY CYBER CS,2,False
5100062,,4,False
3004590,BOZEMAN H S DIST 7,2,False
3904619,GRAHAM LOCAL SCH DIST,4,False
3176980,ST EDWARD PUBLIC SCH DIST 17,2,False
3200240,LANDER CO SCH DIST,4,False
2703060,ALEXANDRIA SCH DIST 206,0,False
3012600,GOLDEN RIDGE ELEM DIST 45,4,False
4500960,BAMBERG CO SCH DIST 2,4,False
4822890,HEMPHILL IND SCH DIST 903,4,False
1810360,SOUTHERN HARRISON COMMUN SCHOOLS,4,False
3000037,,4,False
2310680,SCHOOL ADM DIST 14,4,False
4280040,PARKWAY WEST AVTS,2,False
1812120,VINCENNES COMMUNITY SCHOOL CORP,4,False
2009450,BARBER CO NORTH U.S.D. 254,4,False
4226010,MIFFLINBURG AREA SCH DIST,4,False
2711610,EVANSVILLE SCH DIST 208,0,False
3807020,FORDVILLE SCH DIST 79,4,True
3180130,EDUCATIONAL SERV UNIT 13,2,False
1914010,HIGHLAND COMM SCH DIST,4,False
3904990,NORTHWEST LOCAL SCH DIST,4,False
3904971,NEW RIEGEL LOCAL SCH DIST,4,False
3622830,PERU CENTRAL SCH DIST,0,False
3602580,ALEXANDER CENTRAL SCH,0,False
0400027,,4,True
5603310,HOT SPRINGS CO SCH DIST 1,4,False
0691093,MODOC CO SPL SCHS OPER BY CO SUPT,0,False
3905002,HUDSON LOCAL SCH DIST,2,False
2733900,STAPLES-MOTLEY SCH DIST 2170,0,False
5503210,DE PERE SCHOOL DISTRICT,4,False
3800058,LEWIS AND CLARK SCHOOL DISTRICT 161,4,False
0633150,RIVERSIDE UNIFIED SCHOOL DIST,0,False
2920160,MARION C EARLY SCHOOL DIST R5,4,False
1700204,,4,False
5504720,FONTANA J8 SCH DIST,2,False
3621960,ORISKANY CTL SCH DIST,4,False
1602160,MIDVALE SCH DIST 433,0,False
3702010,HARNETT CO SCH,0,False
3021870,RAPELJE ELEM SCH DIST 32,4,False
3700062,LINCOLN CHARTER,0,False
2007890,GEARY COUNTY UNIF SCH DIST 475,0,False
5513350,SALEM-BRISTOL JOINT SCH DIST 2,4,False
2928080,SHAWNEE SCH DIST R 3,2,False
0101720,HALEYVILLE CITY SCH DIST,0,False
5308580,SUMMIT VALLEY SCH DISTRICT 202,0,False
4800078,CAREER PLUS LEARNING ACAD,0,True
4821660,GRAPEVINE-COLLEYVLLE ISD IND SCHL DI,2,False
2105220,SCIENCE HILL IND SCH D,0,False
3604870,BINGHAMTON CITY SCH DIST,4,False
0400128,"ACADEMY OF EXCELLENCE, INC.",0,False
3100090,BAYARD CITY PUB SCH DIST 21,4,False
1728470,,4,True
4800006,ASPERMONT IND SCH DIST 901,2,False
3900531,GREATER HEIGHTS ACADEMY,0,False
3680220,,4,False
4107530,LONG CREEK SCH DIST 17,0,False
0626820,NEVADA CITY ELEM SCH DIST,2,False
0100013,TRUSSVILLE CITY,2,False
1710760,CATLIN COMMUNITY UNIT  SCHOOL DISTRI,4,False
4205700,CHARTIERS VALLEY SCH DIST,2,False
0643470,YUBA CITY UNIFIED SCHOOL DISTRICT,4,False
0627780,NUVIEW UNION ELEM SCH DIST,0,False
3904866,MONTGOMERY EDUCATIONAL SERVICE CENTE,0,False
2600076,WARWICK POINTE ACADEMY,0,False
3700057,THE EAST WINSTON PRIMARY,4,True
4900057,,4,True
1100014,MAYA ANGELOU PUBLIC CHARTER SCHOOL A,2,False
3000097,,4,False
2628020,PICKFORD PUB SCH DIST,0,False
3680960,,4,False
5307110,RAINIER SCH DIST 307,0,False
5504050,EAU CLAIRE AREA SCH DIST,4,False
4800199,ACADEMY OF CAREERS AND TE,0,False
4109330,OREGON CITY SCH DIST 62,4,False
2511580,TEWKSBURY TOWN SCHS,4,False
1907110,CHARTER OAK-UTE COMM SCH DIST,4,False
2300009,LONG ISLAND TOWN SCHOOLS,2,False
4220220,REYNOLDS SCHOOL DIST,4,False
0504680,COTTER SCH DIST 60,0,False
0691040,SONOMA CO SPL SCHS,4,False
0400187,STEPPING STONES ACADEMY,0,False
3600011,WAYLAND CENTRAL SCH DIST,0,False
3600070,,4,False
3410650,MONTVILLE TWP SCH DIST,2,False
1738700,TAYLORVILLE COMMUNITY UNIT SCHOOL DI,0,False
3900028,HOPE ACADEMY BROWN ST CAMPUS,0,False
0613020,ETNA UNION HIGH SCHOOL DIST,4,True
0620790,LAKESIDE UNION ELEMENTARY SCHOOL DIS,4,False
3900248,HOPE ACADEMY CANTON CAMPUS,0,False
5000010,,4,True
3000069,,4,False
1906000,CALAMUS-WHEATLAND CMTY SCHOOL DIST,4,False
2300043,,4,True
2105820,WEBSTER CO SCH DIST,0,False
1800035,FLANNER HOUSE LEARNING INC,0,True
4840410,SKIDMORE-TYNON IND SCH DISTRICT 905,0,False
4101560,ASHLAND SCH DIST 5,4,False
2710260,DILWORTH-GLYDON-FELTON SCH DIST 2164,0,False
0102190,MACON CO SCH DIST,0,False
3412420,PARAMUS BORO SCH DIST,2,False
1712090,DEPUE UNIT SCHOOL DISTRICT 103,0,False
5004650,HIGHGATE TOWN SCH DIST,0,False
3025470,SUPERIOR K-12 SCHOOL DISTRICT,4,False
5308940,TONASKET SCH DIST 404,0,False
4841430,STANTON IND SCH DIST 902,4,False
3702560,LEE CO SCHS,0,False
1807620,NINEVEH-HENSLEY-JACKSON UNITED SCHOO,4,False
5100003,,4,False
0509630,MCGEHEE SCH DIST,4,False
2623610,MERRILL COMMUNITY DIST 5,0,False
2700356,ASCENSION ACADEMY CHARTER SCHOOL,4,False
4700510,CARTER CO SCH DIST,4,False
2910830,DIXON SCH DIST R 1,4,False
2508440,GREATER NEW BEDFORD REG VOC. SCH.,0,False
4000068,CHISHOLM TRAIL AREA VOC TECH CTR,4,False
2200046,,4,False
2611670,DECATUR PUB SCH DIST 19,0,False
4607670,BONESTEEL FAIRFAX SCH DISTRICT 26-5,4,False
3302100,CAMPTON TOWN SCH DIST,2,False
4222620,SPRINGFIELD TWP SCH DIST,2,False
0400085,"TUCSON URBAN LEAGUE, INC.",0,False
4226040,WESTERN BEAVER CO SCH DIST,4,False
3631440,WILLIAMSON CENTRAL SCHOOL DISTRICT,4,False
2007530,HOXIE COMMUNITY SCH DIST 412,4,False
2011790,SOUTH HAVEN UNIF SCHOOL DIST 509,0,False
5303090,GOLDENDALE SCH DIST 404,0,False
0604500,BELLEVIEW ELEM SCH DIST,4,False
0400363,"SC JENSEN CORPORATION, INC. DBA INTE",0,False
1715240,FLANAGAN COMMUNITY UNIT  SCHOOL DIST,4,True
2700341,MINNESOTA INTERNSHIP CENTER,0,False
4004110,BETHANY SCH DIST 88,0,False
3007190,COLUMBUS ELEM SCH DIST 6,4,False
4900013,UINTAH RIVER HIGH,0,False
4503480,SPARTANBURG CO SCHOOL DISTRICT 1,4,False
0600075,,4,False
5102176,,4,False
5303300,GREEN MOUNTAIN SCH DIST 103,0,False
3413080,PITMAN BORO SCH DIST,4,False
3414730,SEA GIRT SCH DIST,2,False
3415540,SPOTSWOOD BORO SCH DIST,2,False
4830390,MESQUITE IND SCH DISTRICT 914,4,False
3900261,,4,True
3904673,DELAWARE-UNION EDUCATIONAL SERV CENT,2,True
4647100,MENNO SCH DIST 33-2,4,False
5500034,,4,False
2609750,CLARE PUBLIC SCHOOLS,0,False
2004170,ALTOONA-MIDWAY UNIF SCH DIST 387,0,False
2104800,PIKE CO SCH DIST,0,False
3105760,,4,True
3700870,CLAY COUNTY SCH DIST,0,False
3814340,NORTHWOOD SCH DIST 129,4,False
3600055,,4,False
0600147,TULARE CO ORGANIZATION FOR VOCATIONA,2,False
5008490,WALTHAM TOWN SCH DIST,0,False
1918780,MASON CITY COMM SCH DIST,4,False
4800083,REGION XX EDUCATION SERVICE CTR,2,False
1304980,TIFT CO SCH DIST,4,False
2607890,CARMAN-AINSWORTH CMTY SCHS,4,False
0408880,VALENTINE SCH DIST 22,4,False
3617130,LETCHWORTH CENTRAL SCH,0,False
0400256,MULTIDIMENSIONAL LITERACY CORP.,0,False
2507890,MILLBURY PUBLIC SCHS,0,False
2733810,SOUTH WASHINGTON CNTY SCHOOL DIST 83,0,False
3800045,ELGIN-NEW LEIPZIG PUBLIC SCHOOL DIST,4,False
0615270,GLENDORA UNIF SCH DIST,0,False
4830660,MIDWAY IND SCH DIST 905,4,False
1700323,,4,False
0600133,,4,False
5505880,GREEN LAKE SCHOOL DISTRICT,2,False
3904915,WESTERN LOCAL SCH DIST,0,False
3700136,PACE ACADEMY,4,False
1727300,BROWN COUNTY COMMUNITY UNIT  SCHOOL,4,False
4100043,,4,False
0629940,PASADENA UNIFIED SCH DIST,4,False
2925410,POLO SCH DIST R 7,4,False
1200420,DE SOTO CO SCH DIST,4,False
0611910,EASTSIDE UNION ELEM SCH DIST,0,False
2910770,DEXTER SCH DIST R 11,4,False
3904651,COLONEL CRAWFORD LOCAL SCH DIST,2,False
3904375,CINCINNATI CITY SCH DIST,4,False
3904843,RIDGEDALE LOCAL SCH DIST,4,False
2105070,ROCKCASTLE CO SCH DIST,0,False
3900039,WOW COMMUNITY SCHOOL,0,True
2504590,EASTHAMPTON CITY SCHOOLS,4,False
3615210,KINDERHOOK CENTRAL SCH DIST,4,False
1730030,UNION OQUAWKA COMMUNITY UNIT  SCHOOL,4,True
4823820,HUFFMAN IND SCH DIST 925,4,False
4842540,TEXHOMA IND SCH DIST 901,2,False
1802460,CRAWFORDSVILLE COMMUNITY SCHOOLS,4,False
1602370,NEW PLYMOUTH SCHOOL DIST 372,0,False
2103120,KNOTT CO SCH DIST,0,False
1708340,CARBONDALE ELEM SCHOOL DISTRICT 95,4,False
4810890,BORGER IND SCH DIST 101,4,False
2800031,,4,False
0802460,BETHUNE SCH DIST R 5,4,False
3904364,BRECKSVILLE-BROADVIEW HEIGHTS,2,False
3302970,EXETER SCHOOL DISTRICT,2,False
4813960,CHINA SPRING IND SCH DISTRICT 920,4,False
3176400,SANTEE SCH DIST 505,0,False
2804590,WEST JASPER CONS SCH DIST,4,False
